trigram,chi-square
"('glutamate', 'aspartate', 'K02028')",3164371151.815837
"('COG1132', 'ABC-type', 'multidrug')",3159511828.227104
"('PAS', 'fold,4Fe-4S', 'single')",3147079506.7972336
"('Small-conductance', 'mechanosensitive', 'channel')",3129975813.7445498
"('Voltage-dependent', 'anion', 'channel')",3129975813.7445498
"('Peptidyl-prolyl', 'cis-trans', 'isomerase')",3113062491.2218204
"('GP11', 'baseplate', 'wedge')",3096320159.9922028
"('high', 'intrinsic', 'GTPase')",3090781121.3338733
"('CRISPR-Cas', 'casABCDE-ygbT-ygbF', 'operon')",3063570318.9015613
"('whose', 'ferroxidase', 'center')",3063380584.4712143
"('cationic', 'antimicrobial', 'peptides')",3063380582.4047966
"('Preprotein', 'translocase', 'SecG')",3047284643.923589
"('helix_turn_helix', 'multiple', 'antibiotic')",3047172219.7254
"('octopine', 'nopaline', 'dehydrogenase')",3031134473.3138537
"('Succinate', 'dehydrogenase', 'fumarate')",3031134473.055973
"('produce', '8-amino-7-', 'oxononanoate')",3031134472.9712796
"('TatD', 'related', 'DNase')",3020536100.0773
"('inorganic', 'phosphate-dependent', 'dephosphorylation')",3020536098.5199842
"('molecular', 'weight', 'disulfides')",3019234412.1870375
"('Cadherin-like', 'beta', 'sandwich')",2865251493.382483
"('Right', 'handed', 'beta')",2865251492.6609545
"('Function', 'proposed', 'based')",2860981370.1331773
"('spermidine', 'putrescine', 'import')",2856263319.9828377
"('bacteriophage', 'base', 'plate')",2828775249.981986
"('Leucine', 'Rich', 'Repeat')",2768832054.5916266
"('metal', 'translocating', 'P-type')",2768824758.106229
"('mediates', 'carbon', 'catabolite')",2699604136.7968216
"('low', 'water', 'environment')",2694341751.2661924
"('Redox', 'regulated', 'molecular')",2641814446.3240223
"('aminoacylated', 'tmRNA', 'acts')",2623521994.546659
"('PulE', 'Tfp', 'pilus')",2618130252.70277
"('Also', 'synthesizes', 'adenosylcobalamin')",2594214186.793312
"('D-isomer', 'specific', '2-hydroxyacid')",2571051562.610978
"('Fe2', '-dicitrate', 'sensor')",2559624665.2235837
"('IPR003610', 'Carbohydrate-binding', 'module')",2525945394.1554923
"('SH3', 'beta-barrel', 'fold')",2484220154.496363
"('COG1120', 'ABC-type', 'cobalamin')",2482394610.7618146
"('COG1122', 'ABC-type', 'cobalt')",2482394610.7618146
"('cognate', 'antitoxin', 'RnlB')",2461177562.937904
"('class-II', 'pyridoxal-phosphate-dependent', 'aminotransferase')",2461177561.955339
"('closed', 'circular', 'double-stranded')",2453345327.1889286
"('sodium', 'neurotransmitter', 'symporter')",2447940638.5671844
"('Rhs', 'element', 'vgr')",2408978682.2197824
"('low', 'molecular', 'weight')",2403459720.633916
"('Active', 'site', 'motifs.')",2389691078.29144
"('pre-mRNA', ""3'-splice"", 'site')",2389691078.29144
"('short', 'internal', 'open')",2359536003.473523
"('dimethylates', 'two', 'adjacent')",2294484262.668186
"('two', 'adjacent', 'adenosines')",2294484262.668186
"('P22', 'coat', 'protein-protein')",2259660740.042708
"('COG1974', 'SOS-response', 'transcriptional')",2258492352.427423
"('SOS-response', 'transcriptional', 'repressors')",2258492352.427423
"('branch', 'point', 'compound')",2258492350.1988106
"('ATP-independent', 'manner', 'freely')",2254648142.067407
"('Serine', 'dehydrogenase', 'proteinase')",2250387714.8584585
"('These', 'misaligned', 'primers')",2228244672.583189
"('Reduces', 'low', 'molecular')",2224689143.2310505
"('proton', 'gradient', 'across')",2204299580.2921395
"('uvrB', 'subunits', 'scans')",2200020383.2640376
"('decatenation', 'events', 'required')",2148938618.4203224
"('Glutamine', 'phosphoribosylpyrophosphate', 'amidotransferase')",2133020553.6582994
"('product', 'spontaneously', 'undergoes')",2109580766.449904
"('specific', 'energy-', 'requiring')",2103587640.3354363
"('Unlike', 'classic', 'ABC')",2101881568.9366853
"('conjugal', 'plasmid', 'C-4')",2094238363.643128
"('dksA/traR', 'C4-type', 'zinc')",2086650545.1333559
"('Lysin', 'motif,6-bladed', 'beta-propeller')",2086650542.347917
"('UDP-N-', 'acetylglucosamine,4Fe-4S', 'iron')",2086650542.2682471
"('uvrA', 'molecules', 'dissociate')",2078842787.0325038
"('peptidyl-prolyl', 'cis-trans', 'isomerase')",2075383651.627229
"('facilitate', 'mRNA', 'translational')",2064213438.487764
"('NAD-binding', 'Rossmann', 'fold')",2026730472.7538621
"('elemental', 'sulfur', 'atoms')",2026160445.754379
"('Alcohol', 'dehydrogenase', 'GroES-like')",2020757645.8003032
"('extreme', 'environmental', 'conditions')",2008427761.5884812
"('COG2373', 'Large', 'extracellular')",2006677031.6811466
"('Auxin', 'Efflux', 'Carrier')",1999706769.4984987
"('Pyruvate', 'ferredoxin/flavodoxin', 'oxidoreductase')",1985915688.069702
"('destabilize', 'FtsZ', 'filaments')",1985915687.9399986
"('GreA', 'releases', 'sequences')",1964624188.1043766
"('exhibits', 'THF-', 'independent')",1958896428.5062964
"('subunits', 'stomatin', 'prohibitin')",1948586436.7749352
"('nickel-pincer', 'cofactor-', 'dependent')",1945660640.5076044
"('citrate-specific', 'fermentation', 'genes')",1939109595.019699
"('acetyl', 'butaryl', 'transferase')",1925299069.2455854
"('cytoplasmic', 'proteases', 'finish')",1919718498.700108
"('one', 'UvrB', 'monomer')",1898622689.51542
"('UvrB', 'probes', 'one')",1898622689.51542
"('UBA', 'THIF-type', 'NAD')",1882076960.3632693
"('yield', 'sn-', 'glycerol')",1882076958.0882604
"('radical-', 'based', 'mechanism')",1869855680.5237846
"('addiction', 'module', 'antidote')",1853372433.7217677
"('Escherichia', 'coli', 'led')",1846471800.7832084
"('When', 'overexpressed', 'kills')",1845883171.7128227
"('form', '1-pyrroline-5-', 'carboxylate')",1838028349.9686418
"('surface', 'antigen', 'C-terminus')",1837059815.8783014
"('chi', 'fragment', 'generation')",1823262045.6793065
"('one', 'phosphatidylglycerol', 'molecule')",1806351141.7094636
"('MobA-like', 'NTP', 'transferase')",1799736092.8520856
"('polyphosphate', 'pyrophosphohydrolases', 'synthetases')",1799736092.0083923
"('Cleaves', 'mobile', 'four-strand')",1784158568.5559418
"('forming', 'tRNA-', 'cmnm')",1783020274.0622077
"('Histidinol-phosphate', 'aromatic', 'aminotransferase')",1777517126.6991675
"('COG0741', 'Soluble', 'lytic')",1768595258.4155257
"('YbaK', 'EbsC', 'subfamily')",1766612116.2747931
"('COG0484', 'DnaJ-class', 'molecular')",1761218913.7977135
"('Catalytic', 'beta', 'propeller')",1719150894.0088365
"('Major', 'facilitator', 'Superfamily')",1713946953.443894
"('Chemotaxis', 'phosphatase', 'CheX')",1708948219.2052155
"('Spy0128-like', 'isopeptide', 'containing')",1701878099.7453222
"('organic', 'free', 'radical')",1699995317.3398473
"('Anaerobic', 'c4-dicarboxylate', 'antiporter')",1693869263.5891972
"('UGA', 'stop', 'codons')",1693869261.8666317
"('stomatin', 'prohibitin', 'homologs')",1674706424.4863575
"('COG0791', 'Cell', 'wall-associated')",1656834584.2927668
"('detecting', 'D-amino', 'acids')",1654938461.259974
"('DEAD', 'DEAH', 'box')",1654929739.335756
"('hypermodified', 'nucleoside', 'queuosine')",1644514092.2467191
"('Soluble', 'lytic', 'murein')",1627902106.2811823
"('UDP-glucose', 'GDP-mannose', 'dehydrogenase')",1616605048.367494
"('UDP-3-O-acylglucosamine', 'using', '3-hydroxyacyl-ACP')",1608702669.4285758
"('using', 'Glimmer', 'RBSfinder')",1608702653.3676481
"('Na+-transporting', 'oxaloacetate', 'decarboxylase')",1599765414.7303104
"('covalent', 'enzyme-RNA', 'intermediate')",1596597559.4724653
"('COG1235', 'Metal-dependent', 'hydrolases')",1596218474.3438177
"('unmethylated', 'sequence', 'GATC')",1586544214.5257914
"('Blue', 'light', 'may')",1582185576.0767307
"('may', 'enable', 'SpoIIAA')",1582185576.0767307
"('strictly', 'specific', 'dephosphorylation')",1582185571.5853775
"('Helps', 'release', 'RbfA')",1575452869.1939077
"('uses', 'maltose', '1-phosphate')",1567117138.1704056
"('Cell', 'Wall', 'Hydrolase')",1562850808.6960974
"('holo-form', 'probably', 'binds')",1560746745.9593565
"('supercoiling', 'favors', 'strand')",1560052635.8460848
"('Manganese', 'containing', 'catalase')",1539545100.743562
"(',cellulose', '1,4-beta-cellobiosidase', 'activity,23S')",1531690292.2158995
"('class-II', 'aminoacyl-tRNA', 'synthetase')",1530154364.645765
"('therefore', 'promoting', 'FtsZ')",1527627451.55191
"('COG1053', 'Succinate', 'dehydrogenase')",1515569232.6112347
"('COG0493', 'NADPH-dependent', 'glutamate')",1510268047.9678292
"('C5-C6', 'double', 'bond')",1502412137.6741674
"('Transcriptional', 'Coactivator', 'p15')",1499780078.18977
"('ABC-type', 'dipeptide', 'oligopeptide')",1489436763.9369588
"('enoyl-CoA', 'hydratase', 'isomerase')",1482408105.523907
"('Hydrid', 'cluster', 'protein-associated')",1476708483.032033
"('MiaB-like', 'tRNA', 'modifying')",1458014050.3364525
"('P-site-bound', 'deacylated', 'tRNA')",1458014050.3364525
"('deacylated', 'tRNA', 'move')",1458014050.3364525
"('AUA', 'codon-specific', 'tRNA')",1458014050.3129177
"('bifunctional', 'polynucleotide', 'phosphatase')",1424123514.6560276
"('CHC2', 'zinc', 'finger')",1400251162.7047596
"('elicit', 'cellular', 'responses')",1397853275.89564
"('Siphovirus', 'ReqiPepy6', 'Gp37-like')",1394468696.0934842
"('deoxycytidine', 'triphosphate', 'deaminase')",1359895038.3162558
"('Zonular', 'occludens', 'toxin')",1358291391.2479386
"('related', 'Ca2', '-binding')",1342460488.5556483
"('sulfonate', 'bicarbonate', 'transport')",1339338488.114275
"('sites', 'symmetrically', 'opposed')",1336230977.9124243
"('purine', 'nucleoside', 'phosphorylases')",1295356604.3695402
"('Major', 'Facilitator', 'Superfamily')",1291251693.9068952
"('Hemolysin-type', 'calcium-binding', 'region')",1288401677.5717661
"('SmpB', 'together', 'mimic')",1285525779.735897
"('Lactose/Cellobiose', 'specific', 'IIB')",1285525779.5231192
"('SNARE', 'associated', 'Golgi')",1279812333.1033998
"('mobile', 'four-strand', 'junctions')",1268384103.0055294
"('may', 'interact', 'directly')",1265748460.0953035
"('bactoprenol-linked', 'glucose', 'across')",1265748458.8433375
"('subunits', 'eIF-2Bgamma', 'eIF-2Bepsilon')",1263162448.3545551
"('subsequent', 'tripolyphosphate', 'hydrolysis')",1251703888.6568787
"('gp6-like', 'head-tail', 'connector')",1247858765.6534173
"('homoallylic', 'substrate', 'isopentenyl')",1241197304.9053004
"('produce', 'enolpyruvyl', 'shikimate-3-phosphate')",1240009552.2694552
"('CorA-like', 'Mg2+', 'transporter')",1227964925.195697
"('abc', 'transporter', 'atp-binding')",1227964925.195697
"('tricarboxylate', 'transporter', 'TctA')",1227964925.1064548
"('alpha-IPM', 'synthase', 'homocitrate')",1215011708.6425166
"('FPP', 'GGPP', 'synthase')",1215011708.6144469
"('COG0458', 'Carbamoylphosphate', 'synthase')",1215011708.6144469
"('Secondary', 'thiamine-phosphate', 'synthase')",1215011708.597051
"('two-component', 'sensor', 'histidine')",1212453781.5581741
"('complex', 'heterocyclic', 'radical-mediated')",1202328919.1665792
"('UvrB-DNA', 'preincision', 'complex')",1202328914.173747
"('aminoacyl-tRNA.EF-', 'Tu.GTP', 'complex')",1202328914.1442065
"('IMC', 'autoproteolytic', 'cleavage')",1197329625.9996586
"('COGs', 'COG4397', 'Mu-like')",1163472135.7536104
"('naked', 'glycan', 'strands')",1160040617.4192886
"('gp45', 'sliding', 'clamp')",1151844756.9327085
"('2-keto-3-deoxygluconate', 'permease', 'transports')",1151831099.0070932
"('reaction', 'takes', 'place')",1133692027.3554752
"('molecular', 'weight', 'phosphotyrosine')",1132266357.649036
"('clusters', 'contain', 'spacers')",1125947935.276422
"('Iron', 'dicitrate', 'transport')",1116115405.9704757
"('nuclear', 'ribonucleoprotein', 'Prp3')",1113956576.161671
"('Galactitol-specific', 'IIC', 'component')",1101176959.6092882
"('Membrane-associated', 'phospholipid', 'phosphatase')",1098609567.255454
"('overall', 'synthetic', 'reaction')",1077007425.718681
"('two', 'sequential', 'steps')",1075725728.8029761
"('Biofilm', 'PGA', 'synthesis')",1072468435.5229475
"('cobinamide', 'phosphate', 'guanyltransferase')",1066510276.3735708
"('boxA', 'antiterminator', 'sequence')",1057696141.7424548
"('glycerate', 'kinase', 'type-1')",1050940784.4589125
"('phosphomethylpyrimidine', 'kinase', 'K00877')",1050940784.4451581
"('kinase', 'K00877', 'K00941')",1050940784.4451581
"('classic', 'ABC', 'transporters')",1050940782.9864998
"('T=13', 'icosahedral', 'viral')",1049026674.472392
"('Formate/nitrite', 'transporter,4Fe-4S', 'iron')",1043325270.2773957
"('deoxyribose', '5-phosphate', 'residues')",1029450070.0486823
"('five', 'membrane', ""helices,3'-to-5"")",1015724073.8556428
"('Alcohol', 'dehydrogenase', 'iron-dependent')",1010383481.2810051
"('produce', 'new', ""5'-ends"")",1010378154.4852887
"('Fatty', 'acid', 'desaturase')",1006845366.9292784
"('Mycolic', 'acid', 'cyclopropane')",1006845366.9164346
"('oxalate-dependent', 'acid', 'tolerance')",1006845366.9164346
"('A:6-aminopenicillanic', 'acid', 'acyl-transferase')",1006845366.9164346
"('Acyl-coenzyme', 'A:6-aminopenicillanic', 'acid')",1006845366.9164346
"('termination', 'codons', 'UGA')",1003776228.0093788
"('chi', 'site', 'generating')",996741791.9836297
"('Mu-like', 'prophage', 'FluMu')",978984793.0863636
"('RecF', 'binds', 'preferentially')",977163175.8203605
"('helix_turn_helix', 'gluconate', 'operon')",972501768.7795893
"('favors', 'strand', 'separation')",966386570.5357002
"('involve', 'strand', 'separation')",966386570.5357002
"('Purple', 'acid', 'Phosphatase')",952421293.2851046
"('forming', 'dTDP-6-deoxy-L-lyxo-4-', 'hexulose')",941228241.2632306
"('D-fructose-1,6-bisphosphate', '1-phosphohydrolase', 'class')",939503344.073118
"('Lactococcus', 'lactis', 'bacteriophage')",937912101.1537625
"('bidirectionally', 'along', 'dsDNA')",937359243.3157486
"('resolves', 'Holliday', 'junction')",935564460.522646
"('second', 'messenger', 'used')",927400236.9202636
"('Motility', 'quorum-sensing', 'regulator')",917062977.5217777
"('matrix-associated', 'actin-dependent', 'regulator')",917062977.510697
"('Pyridoxamine', ""5'-phosphate"", 'oxidase')",914152265.2942613
"('Portal', 'protein,37-kD', 'nucleoid-associated')",914151665.6239811
"('also', 'use', 'ribulose')",905527592.9873288
"('class', 'I-like', 'SAM-binding')",902329405.3549904
"('Spo0A', 'may', 'act')",900839809.0062295
"('single-species', 'biofilm', 'formation')",894283513.9947399
"('Stem', 'cell', 'self-renewal')",894278804.1565976
"('cell', 'proliferation', 'coordinating')",894278804.1565976
"('Fe3', '-hydroxamate', 'transport')",892892912.7049692
"('Large', 'extracellular', 'alpha-helical')",891855281.4804448
"('augments', 'holoenzyme', 'processivity')",890479091.131574
"('Single-stranded-DNA-specific', 'exonuclease', 'RecJ')",890407818.203292
"('Gp49/phage', 'Sf6', 'gene')",888758606.1198341
"('up-regulated', 'gene', '113')",888758564.6694047
"('Meiotically', 'up-regulated', 'gene')",888758564.6694047
"('IMG', 'reference', 'gene')",888758564.6248158
"('Glyoxalase', 'bleomycin', 'resistance')",888758563.3087747
"('Hep', 'Hag', 'repeat')",886023924.5679342
"('KWG', 'Leptospira', 'repeat')",886023922.8875328
"('carbon', 'monoxide', 'dehydrogenase')",884080883.2772237
"('proline', 'imidic', 'peptide')",878991979.5511906
"('distinct', 'active', 'sites')",878136442.4775105
"('form', 'Pro-', 'AMP')",875255310.9095967
"('antecedent', 'mobile', 'elements')",868650889.684269
"('residues', 'except', 'L-proline')",864738062.0531763
"('Ribose', '5-phosphate', 'isomerase')",864738061.9602253
"('systems', 'correct', 'processing')",861419922.3189589
"('synthesis', 'onto', 'IscU')",843383335.8436342
"('Host', 'cell', 'surface-exposed')",841674307.0590093
"('tRNA-splicing', 'ligase', 'RtcB')",833527710.0831455
"('Fe2', 'Zn2', 'uptake')",831046967.9950038
"('ABC-type', 'cobalamin', 'Fe3')",827464869.1126668
"('GerA', 'spore', 'germination')",818451000.0455921
"('signal', 'transduction', 'systems')",812601741.3546675
"('chondroitin', 'disaccharide', 'hydrolase')",811148661.808209
"('Holliday', 'junction', 'intermediates')",805912763.9284768
"('Signal', 'transduction', 'histidine')",799903785.3062116
"('toward', 'oxidative', 'stress')",799894409.133097
"('Gram-positive', 'type', 'K03763')",799882709.5016137
"('CMP', 'dCMP', 'deaminase')",793272106.4433917
"('introducing', 'symmetrical', 'nicks')",781794974.5088037
"('LysM', 'invasin', 'domains')",781785802.3847908
"('MinD', 'ParA', 'nucleotide')",775909111.0841889
"('COGs', 'COG4387', 'Mu-like')",775656347.1098539
"('highly', 'electrophilic', 'allylic')",774080039.332039
"('introduces', 'symmetrical', 'nicks')",772999121.5906458
"('Probably', 'functions', 'indirectly')",771326520.2030337
"('various', 'cellular', 'activities')",766015315.9770868
"('COG1360', 'Flagellar', 'motor')",765845145.1970918
"('MacB-like', 'periplasmic', 'core')",758282484.9096965
"('Mannitol', 'dehydrogenase', 'Rossmann')",757783616.7851774
"('molecular', 'weight', 'hydrophilic')",754875730.5265025
"('envelope-related', 'transcriptional', 'attenuator')",752833754.5665653
"('COG0187', 'Type', 'IIA')",752831113.0652479
"('I-like', 'SAM-binding', 'methyltransferase')",751532505.5932033
"('reducing', 'fluoride', 'concentration')",740727394.1575415
"('imidic', 'peptide', 'bonds')",738353261.3788927
"('carbohydrates', 'besides', 'glycolysis')",736713323.0557048
"('polypeptide', 'exit', 'tunnel')",734776099.5030736
"('misacylated', 'Asp-', 'tRNA')",729007262.5109267
"('peptidoglycan', 'catabolic', 'process')",724358117.6908004
"('IgA', 'Peptidase', 'M64')",720795431.6368557
"('prepares', 'dsDNA', 'breaks')",717197720.002356
"('load', 'beta', 'dimers')",716312871.9864194
"('thiamine-containing', 'compound', 'biosynthetic')",713208109.5854368
"('external', 'redox', 'conditions')",712907932.7091123
"('carbohydrates', 'via', 'glycolysis')",711453843.1987731
"('main', 'circadian', 'regulator')",711311666.0428019
"('CRISPR', 'systems', 'correct')",708756822.7509322
"('Penicillin-binding', 'Protein,4Fe-4S', 'iron')",695550180.1095743
"('The', 'overall', 'synthetic')",694314431.470769
"('NAD', 'NADP', 'octopine')",693396770.6242411
"('many', 'different', 'periplasmic')",691375207.2577428
"('nucleoside', 'phosphorylases', 'catalyze')",691342003.7087959
"('RelE-like', 'toxic', 'component')",688235593.9428593
"('NGG1p', 'interacting', 'factor')",683173843.3331746
"('ribonuclease', '3-aided', 'processing')",674148631.4313488
"('removes', 'non-canonical', 'purine')",673588098.9476933
"('proteases', 'typically', 'periplasmic')",671641539.8492979
"('alternative', 'sialic', 'acid')",671230463.9499638
"('sialic', 'acid', 'commonly')",671230463.9499638
