quadgram,chi-square
"('Cleaves', 'mobile', 'four-strand', 'junctions')",3994046685264.407
"('DegT', 'DnrJ', 'EryC1', 'family')",3932350170023.49
"('COG0791', 'Cell', 'wall-associated', 'hydrolases')",3833404035097.462
"('late-stage', '70S', 'ribosome', 'quality')",3793872853352.284
"('facilitate', 'mRNA', 'translational', 'regulation')",3747638725709.4775
"('PDZ', 'DHR', 'GLGF', 'domain')",3678096110818.6514
"('phosphorelay', 'signal', 'transduction', 'system')",3641687436796.416
"('COG3773', 'Cell', 'wall', 'hydrolyses')",3601802559312.478
"('RecA-mediated', 'strand', 'transfer', 'reactions')",3601703876302.2603
"('target', 'invading', 'nucleic', 'acids')",3529943323431.7944
"('Papain-like', 'cysteine', 'protease', 'AvrRpt2')",3501611399720.4595
"('Can', 'perform', 'chaperone', 'functions')",3472250474192.902
"('sugar-binding', 'region', 'containing', 'DXD')",3467221289375.606
"('COGs', 'COG4387', 'Mu-like', 'prophage')",3462580675772.4
"('COG3344', 'Retron-type', 'reverse', 'transcriptase')",3391719775473.039
"('COG', 'COG4823', 'Abortive', 'infection')",3292332311086.387
"('cluster', 'synthesis', 'onto', 'IscU')",3282236036528.0806
"('Copper', 'amine', 'oxidase', 'N-terminal')",3233615941766.4155
"('non-canonical', 'purine', 'nucleotides', 'XTP')",3208233791815.623
"('Plasmid', 'maintenance', 'system', 'killer')",3200702220254.0405
"('RecBC', 'greatly', 'stimulates', 'nuclease')",3186755385288.432
"('lactococcus', 'lactis', 'phage', 'r1t')",3112040463326.9375
"('divalent', 'metal', 'cation', 'uptake')",3032086762630.0854
"('COG0484', 'DnaJ-class', 'molecular', 'chaperone')",3003535233946.9946
"('Phage', 'phiEco32-like', 'COOH.NH2', 'ligase-type')",2970873794873.7188
"('helix_turn_helix', 'gluconate', 'operon', 'transcriptional')",2894207223700.084
"('PTS', 'HPr', 'component', 'phosphorylation')",2851737933385.5337
"('COG', 'COG0745', 'Response', 'regulators')",2828334860885.0156
"('Penicillin-binding', 'Protein,4Fe-4S', 'iron', 'sulfur')",2822710041973.045
"('aldolase', 'activity', 'toward', 'beta-hydroxyamino')",2801533318137.5703
"('independent', 'aldolase', 'activity', 'toward')",2801533318137.5703
"('Pilin', 'isopeptide', 'linkage', 'domain')",2758572088022.806
"('Transcription', 'termination', 'factor', 'nusG')",2757736736737.437
"('Phosphomannose', 'isomerase', 'type', 'I,5')",2734370138577.927
"('Sugar-specific', 'transcriptional', 'regulator', 'TrmB')",2729219056154.226
"('Paralog', 'group', 'containing', 'PA0028')",2598236261222.3975
"('branched', 'alpha-glucan', 'biosynthetic', 'pathway')",2587514816857.7686
"('cluster', 'protein-associated', 'redox', 'disulfide')",2515509078338.2856
"('Has', 'low', 'D-mannonate', 'dehydratase')",2495985957961.282
"('SmpB', 'together', 'mimic', 'tRNA')",2469807395852.511
"('COG0493', 'NADPH-dependent', 'glutamate', 'synthase')",2417993308174.7334
"('dicarboxylate', 'amino', 'acid', 'cation')",2411887307463.321
"('COG', 'COG3344', 'Retron-type', 'reverse')",2409023715474.774
"('signal', 'peptide', 'across', 'membranes')",2394571109320.112
"('sialic', 'acid', 'commonly', 'found')",2325984433218.6064
"('proteasome-like', 'degradation', 'complex', 'believed')",2301227204901.043
"('DnaJ', 'molecular', 'chaperone', 'homology')",2289471043117.838
"('PulE', 'Tfp', 'pilus', 'assembly')",2232444365735.694
"('conjugal', 'plasmid', 'C-4', 'type')",2207359229723.1187
"('chain', 'termination', 'codons', 'UAG')",2177334472898.0393
"('protein', 'Bartonella', 'henselae', 'str')",2176319201976.4956
"('High', 'frequency', 'lysogenization', 'protein')",2176319197447.1545
"('phage-related', 'protein', 'xf0485', 'SWALL')",2176319155357.246
"('protein', 'Mlr8012', 'SWALL', 'Q984G8')",2176319155357.246
"('protein', 'xf0485', 'SWALL', 'Q9PG17')",2176319155357.246
"('beta', 'sliding', 'clamp', 'dimers')",2174436446280.3342
"('metal', 'translocating', 'P-type', 'ATPase')",2170698500447.736
"('COG', 'COG0526', 'Thiol-disulfide', 'isomerase')",2136606664392.3457
"('UDP-glucose', 'GDP-mannose', 'dehydrogenase', 'family,4Fe-4S')",2131145711620.9336
"('TonB-dependent', 'Receptor', 'Plug', 'Domain')",2119812528829.4622
"('Abortive', 'infection', 'bacteriophage', 'resistance')",2091382525533.8135
"('ATPase', 'PulE', 'Tfp', 'pilus')",2052297132911.4648
"('Aspartate', 'carbamoyltransferase', 'regulatory', 'chain')",2049986516532.183
"('The', 'product', 'spontaneously', 'undergoes')",2031652101009.85
"('Thiamine', 'monophosphate', 'synthase', 'TENI')",2004484015408.8977
"('bifunctional', 'polynucleotide', 'phosphatase', 'kinase')",1972179779173.31
"('HpcH', 'HpaI', 'aldolase', 'family')",1966175081921.197
"('alpha-IPM', 'synthase', 'homocitrate', 'synthase')",1945277319488.7222
"('dam-dependent', 'methyl-directed', 'DNA', 'mismatch')",1891334438601.052
"('TRAP', 'transporter', 'solute', 'receptor')",1872103516169.4243
"('antibiotic', 'resistance', 'protein,23S', 'rRNA-intervening')",1850400280093.2615
"('Family', '25-like', 'lysozyme', 'endolysin')",1837339525354.156
"('QueT', 'transporter,4Fe-4S', 'single', 'cluster')",1837146591704.7026
"('cysteine', 'synthase', 'cystathionine', 'beta-')",1816869851302.1677
"('Cell', 'envelope-related', 'transcriptional', 'attenuator')",1807963630610.0093
"('releases', 'various', 'damaged', 'pyrimidines')",1796459861118.2473
"('Succinate', 'dehydrogenase', 'fumarate', 'reductase')",1772188490910.945
"('Sigma', 'factor', 'PP2C-like', 'phosphatases')",1699850728812.1387
"('two-component', 'sensor', 'histidine', 'kinase')",1679051608189.0647
"('TIGRFAM', 'deoxycytidine', 'triphosphate', 'deaminase')",1669922502446.877
"('TIGRFAM', 'RHS', 'repeat-associated', 'core')",1631882174098.9138
"('COG', 'COG5546', 'Small', 'integral')",1630368753608.2996
"('corresponding', 'free', 'purine', 'bases')",1627540521169.2407
"('resolves', 'Holliday', 'junction', 'intermediates')",1613600479938.3616
"('regulates', 'PTS-catalyzed', 'carbohydrate', 'uptake')",1585198263380.1228
"('b-c1', 'complex', 'mediates', 'electron')",1584091281240.6375
"('pili', 'protein', 'PapG', 'overexpression')",1582777595707.508
"('surface', 'protein', '26-residue', 'PARCEL')",1582777576938.3477
"('Portal', 'protein,37-kD', 'nucleoid-associated', 'bacterial')",1573109898667.6577
"('mature', '70S', 'translation', 'initation')",1561810751638.4138
"('COG', 'COG1168', 'Bifunctional', 'PLP-dependent')",1546286203305.8103
"('Fe2', 'Zn2', 'uptake', 'regulation')",1508789625288.2837
"('general', 'protein', 'degrading', 'machinery')",1450879463209.1519
"('RNA-DNA', 'hybrid', 'ribonuclease', 'activity')",1449737562271.028
"('transport', 'signal', 'transduction', 'systems')",1434090916216.5244
"('COG5263', 'FOG', 'Glucan-binding', 'domain')",1379286025730.7275
"('protease', 'subunits', 'stomatin', 'prohibitin')",1374316651753.0964
"('thiamine-containing', 'compound', 'biosynthetic', 'process')",1370246139161.403
"('ultimate', 'electron', 'acceptor', 'NAD')",1368095079673.9648
"('short', 'RNA', 'molecules', 'used')",1367023446134.138
"('Iron', 'dicitrate', 'transport', 'regulator')",1348741937395.384
"('acceptor', 'active', 'site', 'deprotonates')",1318509077467.6147
"('therefore', 'promoting', 'FtsZ', 'assembly')",1302587327931.709
"('Glycoside', 'Hydrolase', 'Family', '25-like')",1302036780957.655
"('CRISPR', 'clusters', 'contain', 'sequences')",1280952645148.1453
"('oxalate-dependent', 'acid', 'tolerance', 'response')",1273476462701.4944
"('The', 'purine', 'nucleoside', 'phosphorylases')",1247505678712.7373
"('PFAM', 'Auxin', 'Efflux', 'Carrier')",1219903096621.4792
"('COG', 'COG1132', 'ABC-type', 'multidrug')",1194327692291.5127
"('gluconate', 'operon', 'transcriptional', 'repressor')",1183993865121.9192
"('COG', 'COG1974', 'SOS-response', 'transcriptional')",1161999660980.5957
"('dicitrate', 'transport', 'regulator', 'FecR')",1156064517856.0417
"('PFAM', 'UBA', 'THIF-type', 'NAD')",1148144091763.0454
"('acid', 'residues', 'except', 'L-proline')",1147276093970.3938
"('ABC-type', 'antimicrobial', 'peptide', 'transport')",1137397298847.2407
"('aminoacylated', 'tmRNA', 'acts', 'like')",1128666233321.0579
"('oxidase', 'YfiH', 'RL5', 'family')",1123528608072.1094
"('calmodulin-responsive', 'adenylate', 'cyclase', 'activity')",1120613315126.7136
"('The', '2-keto-3-deoxygluconate', 'permease', 'transports')",1109282037351.0286
"('Signal', 'transduction', 'histidine', 'kinase')",1107736853704.3665
"('The', 'reaction', 'takes', 'place')",1091813040256.2261
"('serine', 'proteases', 'typically', 'periplasmic')",1089076113111.8063
"('protein', '1.45', 'SWALL', 'Q9T140')",1088159589525.2272
"('ORF', 'located', 'using', 'Glimmer')",1088083747530.2644
"('outer', 'membrane', 'autotransporter', 'barrel')",1080611910395.4296
"('removes', 'non-canonical', 'purine', 'nucleotides')",1069414105173.5549
"('The', 'overall', 'synthetic', 'reaction')",1037222388921.5416
"('small', 'nuclear', 'ribonucleoprotein', 'Prp3')",1027183002873.3964
"('two', 'additional', 'enzymatic', 'reactions')",1022750166785.7074
"('alcohol', 'dehydrogenase,4Fe-4S', 'single', 'cluster')",1020637105795.0001
"('Fe-S', 'cluster', 'synthesis', 'onto')",998941448762.6083
"('catalyzes', 'dithiol-disulfide', 'exchange', 'reactions')",995209347251.8744
"('universally', 'conserved', 'GGQ', 'motif')",993817594591.5923
"('MiaB-like', 'tRNA', 'modifying', 'enzyme')",980916434359.4922
"('COG', 'COG1961', 'Site-specific', 'recombinases')",979034489503.0256
"('Recombinase', 'zinc', 'beta', 'ribbon')",968517657829.4435
"('protein,4Fe-4S', 'iron', 'sulfur', 'cluster')",965293673820.4086
"('multidrug', 'resistance', 'efflux', 'pump')",950628553216.2524
"('system', 'Galactitol-specific', 'IIC', 'component')",940014959576.5326
"('class', 'I-like', 'SAM-binding', 'methyltransferase')",930393447830.4926
"('serine', 'protease,3-deoxy-D-manno-octulosonate', '8-phosphate', 'phosphatase')",923721805755.447
"('COG0846', 'NAD-dependent', 'protein', 'deacetylases')",916344919062.651
"('damage', 'recognition', 'complex', 'composed')",904570313003.604
"('extend', 'heteroduplex', 'DNA', 'faster')",872923587390.4382
"('Chain', 'length', 'determinant', 'protein')",870527679189.6284
"('beta', 'sliding', 'clamp', 'loading')",869788344102.1753
"('Binding-protein-dependent', 'transport', 'system', 'inner')",866151913173.5753
"('COGs', 'COG4383', 'Mu-like', 'prophage')",865745636999.2449
"('Pyridoxal', 'phosphate', 'phosphatase', 'YbhA')",857741675135.8606
"('COG', 'COG0791', 'Cell', 'wall-associated')",852445101092.954
"('Low', 'molecular', 'weight', 'phosphatase')",849872569011.4202
"('peptide', 'chain', 'termination', 'codons')",844391236893.7515
"('This', 'enzymatic', 'reaction', 'provides')",844382176938.7002
"('This', 'enzyme', 'scavenges', 'exogenous')",829683198591.5093
"('binding-protein-dependent', 'transport', 'systems', 'inner')",825009754699.9508
"('growing', 'fatty', 'acid', 'chain')",824536720827.2279
"('causes', 'generalized', 'RNA', 'degradation')",823927194646.3124
"('CDP-alcohol', 'phosphatidyltransferase', 'class-I', 'family')",822452409119.7928
"('Secondary', 'thiamine-phosphate', 'synthase', 'enzyme')",817430357289.1064
"('nascent', 'peptidoglycan', 'strands', 'endolytically')",809065696472.696
"('PFAM', 'Hemolysin-type', 'calcium-binding', 'region')",785977845225.1781
"('NAD', 'dependent', 'epimerase', 'dehydratase')",773286621701.9105
"('twin-arginine', 'translocation', 'pathway', 'signal')",772479169497.3689
"('DEAD', 'DEAH', 'box', 'helicase')",770497727798.0146
"('assembly', 'cell', 'proliferation', 'coordinating')",762539472804.1765
"('Fe3', '-hydroxamate', 'transport', 'system')",762213707955.73
"(',3-methyladenine', 'DNA', 'glycosylase', '8-oxoguanine')",756533770480.8873
"('regulatory', 'system', 'BaeS', 'BaeR')",756350483374.7607
"('Gln', 'Arg', 'opine', 'family')",749019074852.5281
"(',Host', 'cell', 'surface-exposed', 'lipoprotein')",739779963684.2478
"('Formamidopyrimidine-DNA', 'glycosylase', 'H2TH', 'domain')",735619218445.0608
"('rRNA', 'precursor', 'transcript', 'even')",732457059525.7882
"('Holliday', 'junction', 'intermediates', 'made')",727015776617.4854
"('Base', 'plate', 'wedge', 'protein')",725439729012.199
"('Lactococcus', 'lactis', 'bacteriophage', 'major')",721879367353.2458
"('transmembrane', 'region,4Fe-4S', 'iron', 'sulfur')",720692021712.7999
"('COG0330', 'Membrane', 'protease', 'subunits')",712608634239.364
"('Membrane', 'protease', 'subunits', 'stomatin')",712608634239.364
"('neurotransmitter', 'symporter', 'family,4Fe-4S', 'iron')",701690824462.1742
"('Ribosomal', 'protein', 'S1-like', 'RNA-binding')",696422140109.7487
"('allow', 'small', 'molecular', 'weight')",696007433431.2048
"('small', 'molecular', 'weight', 'hydrophilic')",696007433431.2048
"('extracellular', 'polysaccharide', 'biosynthetic', 'process')",695986557058.0116
"('Alanyl', 'tRNA', 'synthetase', 'second')",693279290190.6566
"('COG0617', 'tRNA', 'nucleotidyltransferase', 'poly')",691619895231.4594
"('PFAM', 'Manganese', 'containing', 'catalase')",690045407581.298
"('system', 'toward', 'oxidative', 'stress')",682816421354.028
"('Phe', 'Val', 'dehydrogenases', 'family')",674117172363.2284
"('COG3956', 'Protein', 'containing', 'tetrapyrrole')",667606271696.2559
"('Preprotein', 'translocase', 'subunit', 'SecB')",664885666506.2163
"('prohead', 'serine', 'protease,3-deoxy-D-manno-octulosonate', '8-phosphate')",651243435437.3784
"('Glycerophosphoryl', 'diester', 'phosphodiesterase', 'family')",635531438352.4053
"('COG0458', 'Carbamoylphosphate', 'synthase', 'large')",633283962297.9231
"('termination', 'release', 'factors', 'RF1')",633107829914.2848
"('Outer', 'membrane', 'cobalamin', 'receptor')",621632178978.6074
"('bind', 'beta', 'sliding', 'clamp')",621283939870.7892
"('Mo-', 'molybdopterin', 'guanine', 'dinucleotide')",617451860399.4025
"('pre-mRNA', ""3'-splice"", 'site', 'binding')",615585553623.5162
"('glutathione-regulated', 'potassium', 'exporter', 'activity')",597660437796.9244
"('two', 'major', 'building', 'blocks')",588662422644.3805
"('Ferredoxin', 'thioredoxin', 'reductase', 'catalytic')",581564613762.9296
"('The', 'MdtABC', 'tripartite', 'complex')",578957225070.1816
"('releases', 'amino', 'acids', 'sequentially')",563821081846.5249
"('transcriptional', 'regulator,37-kD', 'nucleoid-associated', 'bacterial')",555215269730.2207
"('PFAM', 'Stem', 'cell', 'self-renewal')",545546730119.776
"('1.45', 'protein', '1.45', 'SWALL')",544079797728.2913
"('PFAM', 'Glyoxalase', 'bleomycin', 'resistance')",542179157727.6175
"('PFAM', 'KWG', 'Leptospira', 'repeat')",540510914176.67834
"('Mu-like', 'prophage', 'host-nuclease', 'inhibitor')",540252583084.4889
"('promote', 'strand', 'exchange', 'reactions')",538549480052.46075
"('Archaeal', 'holliday', 'junction', 'resolvase')",537337230808.04596
"('high-affinity', 'ATP-driven', 'potassium', 'transport')",529381208054.2628
"('maturation', 'rSAM', 'protein', 'HydE')",527592533295.18445
"('ATP', 'renatures', 'cruciform', 'structure')",520274088191.00555
"('activity', 'toward', 'beta-hydroxyamino', 'acids')",515224518393.146
"('ERF', 'superfamily,37-kD', 'nucleoid-associated', 'bacterial')",511118751040.9849
"('VanW', 'like', 'protein,23S', 'rRNA-intervening')",509804236573.1606
"('assembly', 'ATPase', 'CpaF', 'K01529')",507309319978.0918
"('related', 'Ca2', '-binding', 'proteins')",507108600282.5803
"('spore', 'germination', 'protein,4Fe-4S', 'iron')",499855334295.52026
"('pyruvate', 'formate', 'lyase', 'activating')",496294882578.65576
"('Lys', 'Arg', 'decarboxylase', 'major')",492514231638.8754
"('handed', 'beta', 'helix', 'region')",490533770200.7368
"('Preprotein', 'translocase', 'SecG', 'subunit')",488549851396.8926
"(',PFAM', 'Manganese', 'containing', 'catalase')",488085815159.8992
"('transcription', 'elongation', 'past', 'template-encoded')",484388683326.76544
"('PFAM', 'CMP', 'dCMP', 'deaminase')",483928504700.39825
"('Plasmid', 'pRiA4b', 'ORF-3-like', 'protein')",483626489358.5442
"('Pyruvate', '2-oxoglutarate', 'dehydrogenase', 'complex')",480229782958.55927
"('containing', 'CheY-like', 'receiver', 'AAA-type')",473108595718.248
"('yield', 'small', 'peptide', 'fragments')",472804146932.9555
"('competence', 'protein', 'ComEC', 'Rec2')",464281429945.68463
"('internalization-related', 'competence', 'protein', 'ComEC')",464281429945.68463
"('iron-', 'containing', 'alcohol', 'dehydrogenase')",453172027178.2479
"('Caudovirus', 'prohead', 'serine', 'protease')",446533128334.8637
"('synthase', 'cystathionine', 'beta-', 'synthase')",444634816298.19824
"('Enoyl-', 'acyl-carrier-protein', 'reductase', 'NADH')",443047124196.7533
"('Branched-chain', 'amino', 'acid', 'aminotransferase')",441096223931.0087
"('Potassium', 'transporter', 'peripheral', 'membrane')",438279379241.16534
"('Phage', 'Conserved', 'Open', 'Reading')",435728156477.25287
"('exporter', 'protein', 'LysE', 'YggA')",435264034864.58606
"('Lysine', 'exporter', 'protein', 'LysE')",435263877890.5142
"('sorbose', 'subfamily', 'IIB', 'component')",427235828858.7047
"('pir', 'D82035', 'ParB', 'family')",425118940896.0387
"('GDP-mannose', 'dehydrogenase', 'family,4Fe-4S', 'single')",418998331048.76544
"('Sodium', 'bile', 'acid', 'symporter')",417761928732.54266
"('RNase', 'T-like,4Fe-4S', 'single', 'cluster')",417533499696.1462
"('The', 'Chi-altered', 'holoenzyme', 'produces')",415271768012.9682
"('protein', 'L,50S', 'ribosome-binding', 'GTPase')",404896594214.76764
"('class-I', 'aminoacyl-tRNA', 'synthetase', ""family,3'-to-5"")",403244421540.53235
"('single-strand', 'break', 'via', 'transesterification')",401334847874.2178
"('COG1131', 'ABC-type', 'multidrug', 'transport')",398659455991.2644
"('COG', 'COG1360', 'Flagellar', 'motor')",394029143384.17096
"('non', 'supervised', 'orthologous', 'group')",386823021490.42474
"('TRAP-type', 'C4-dicarboxylate', 'transport', 'system')",381107376195.89325
"('Disulphide', 'bond', 'corrector', 'protein')",378490295965.62494
"('bond', 'corrector', 'protein', 'DsbC')",378490295965.62494
"('regulatory', 'system', 'DpiA', 'DpiB')",378175242321.1159
"('regulatory', 'system', 'phoR', 'phoB')",378175241069.04
"('FtsK', 'SpoIIIE', 'SftA', 'family')",374286953324.1077
"('I-like', 'SAM-binding', 'methyltransferase', 'superfamily')",372278840493.4446
"('Peptide', 'chain', 'release', 'factor')",369940275801.75885
"('COG4570', 'Holliday', 'junction', 'resolvase')",366862129556.94995
"('sliding', 'clamp', 'loading', 'complex')",364974649130.37616
"('T=13', 'icosahedral', 'viral', 'capsid')",360878028697.14886
"('ABC-type', 'multidrug', 'transport', 'system')",358409371171.1593
"('Spermidine', 'putrescine-binding', 'periplasmic', 'protein')",355317419588.11176
