quadgram,freq
"('Bacterial', 'conjugation', 'TrbI-like', 'protein')",1
"('minor', 'capsid', 'protein', '2,2-oxoacid')",1
"('DNA-binding', 'domain,4Fe-4S', 'single', 'cluster')",1
"('Hep', 'Hag', 'repeat', 'protein,4Fe-4S')",1
"('activating', 'protein,4Fe-4S', 'single', 'cluster')",1
"('Hag', 'repeat', 'protein,4Fe-4S', 'single')",1
"('reductase', 'activating', 'protein,4Fe-4S', 'single')",1
"('GpU,4Fe-4S', 'single', 'cluster', 'domain')",1
"('protein', 'histidine', 'kinase', 'activity')",1
"('HTH', 'DNA-binding', 'domain,4Fe-4S', 'single')",1
"('impB', 'mucB', 'samB', 'family')",1
"('CP-933X', 'Escherichia', 'coli', 'O157')",1
"('prophage', 'CP-933X', 'Escherichia', 'coli')",1
"('Phage-related', 'minor', 'tail', 'protein,3')",1
"('transcriptional', 'regulator,37-kD', 'nucleoid-associated', 'bacterial')",1
"('oxidase', 'YfiH', 'RL5', 'family')",1
"('COG', 'NOG25284', 'non', 'supervised')",1
"('2,37-kD', 'nucleoid-associated', 'bacterial', 'protein')",1
"('NOG25284', 'non', 'supervised', 'orthologous')",1
"('protein', '2,37-kD', 'nucleoid-associated', 'bacterial')",1
"('capsid', 'protein', '2,37-kD', 'nucleoid-associated')",1
"('minor', 'capsid', 'protein', '2,37-kD')",1
"('E,4Fe-4S', 'iron', 'sulfur', 'cluster')",1
"('COG3093', 'Plasmid', 'maintenance', 'system')",1
"('protease,4Fe-4S', 'single', 'cluster', 'domain')",1
"('Plasmid', 'maintenance', 'system', 'antidote')",1
"('serine', 'protease,3-deoxy-D-manno-octulosonate', '8-phosphate', 'phosphatase')",1
"('prohead', 'serine', 'protease,3-deoxy-D-manno-octulosonate', '8-phosphate')",1
"('Caudovirus', 'prohead', 'serine', 'protease,3-deoxy-D-manno-octulosonate')",1
"('TonB', 'family', 'domain', 'protein')",1
"('PFAM', 'transposase', 'IS605', 'OrfB')",1
"('maintenance', 'system', 'antidote', 'protein')",1
"('PcfJ-like', 'protein,23S', 'rRNA-intervening', 'sequence')",1
"('multicopper', 'oxidase', 'YfiH', 'RL5')",1
"('Sterol', 'carrier', 'protein', 'domain')",1
"('DNA-binding', 'transcriptional', 'regulator', 'Cro,3')",1
"('Prepilin-type', 'N-terminal', 'cleavage', 'methylation')",1
"('Periplasmic', 'binding', 'protein-like', 'domain')",1
"(',Phage-related', 'minor', 'tail', 'protein,3D')",1
"('load', 'beta', 'dimers', 'onto')",1
"('clamp', 'onto', 'primed', 'DNA')",1
"('beta', 'clamp', 'onto', 'primed')",1
"('NOG23382', 'non', 'supervised', 'orthologous')",1
"('sliding', 'clamp', 'loading', 'complex')",1
"('beta', 'sliding', 'clamp', 'loading')",1
"('carbohydrate', 'active', 'transport', 'system')",1
"('major', 'carbohydrate', 'active', 'transport')",1
"('The', 'phosphoenolpyruvate-dependent', 'sugar', 'phosphotransferase')",1
"('autocatalytic', 'cleavage,4Fe-4S', 'single', 'cluster')",1
"('metal', 'cation', 'uptake', 'system')",1
"('divalent', 'metal', 'cation', 'uptake')",1
"('cleavage,4Fe-4S', 'single', 'cluster', 'domain')",1
"('COG', 'NOG23382', 'non', 'supervised')",1
"('nuclease', 'domain,23S', 'rRNA-intervening', 'sequence')",1
"('alpha', 'beta', 'superfamily,23S', 'rRNA-intervening')",1
"('beta', 'superfamily,23S', 'rRNA-intervening', 'sequence')",1
"('Bacteriophage', 'holin', 'family,2-hydroxyglutaryl-CoA', 'dehydratase')",1
"('DNA', 'replication', 'pre-initiation', 'complex')",1
"('beta', 'dimers', 'onto', 'DNA')",1
"('DNA', 'repair', 'protein', 'MmcB-like')",1
"('bind', 'beta', 'sliding', 'clamp')",1
"('Pfam', 'Glycosyl', 'transferase', 'family')",1
"('calmodulin-responsive', 'adenylate', 'cyclase', 'activity')",1
"('Acyltransferase', 'family,4Fe-4S', 'binding', 'domain')",1
"('casABCDE-ygbT-ygbF', ""operon,2'-deoxycytidine"", ""5'-triphosphate"", 'deaminase')",1
"('CRISPR-Cas', 'casABCDE-ygbT-ygbF', ""operon,2'-deoxycytidine"", ""5'-triphosphate"")",1
"('plasmid-related', 'protein', 'TIGR03299,4', 'iron')",1
"('family', 'U32', 'C-terminal', 'domain')",1
"('helix-turn-helix', 'protein,23S', 'rRNA-intervening', 'sequence')",1
"('family,4Fe-4S', 'binding', 'domain', 'protein')",1
"('ParB-like', 'nuclease', 'domain,23S', 'rRNA-intervening')",1
"('Peptidase', 'family', 'U32', 'C-terminal')",1
"('DNA-binding', 'helix-turn-helix', 'protein,23S', 'rRNA-intervening')",1
"('luxr', 'family', 'transcriptional', 'regulator')",1
"('sliding', 'clamp', 'ring', 'around')",1
"('beta', 'sliding', 'clamp', 'ring')",1
"('beta', 'sliding', 'clamp', 'dimers')",1
"('tRNA', 'wobble', 'uridine', 'modification')",1
"('minor', 'tail', 'family', 'protein')",1
"('expression', 'modulating', 'family', 'protein')",1
"('minor', 'tail', 'protein,3D', 'domain')",1
"('domain', 'protein,4Fe-4S', 'iron', 'sulfur')",1
"('ParB-like', 'nuclease', 'domain,4Fe-4S', 'iron')",1
"('PFAM', 'TRAP', 'C4-dicarboxylate', 'transport')",1
"('break', 'repair', 'via', 'single-strand')",1
"('TRAP', 'C4-dicarboxylate', 'transport', 'system')",1
"('Uracil', 'DNA', 'glycosylase', 'superfamily')",1
"('repair', 'via', 'single-strand', 'annealing')",1
"('C4-dicarboxylate', 'transport', 'system', 'permease')",1
"('transport', 'system', 'permease', 'DctM')",1
"('DNA-binding', 'protein,6-O-methylguanine', 'DNA', 'methyltransferase')",1
"('Single-stranded', 'DNA-binding', 'protein,6-O-methylguanine', 'DNA')",1
"('PFAM', 'Thiamine', 'pyrophosphate', 'enzyme')",1
"('TIGRFAM', 'Phage', 'uncharacterised', 'protein')",1
"('pilus', 'assembly', 'protein', 'RcpC/CpaB')",1
"('choloylglycine', 'hydrolase', 'family', 'protein')",1
"('Linear', 'amide', 'C-N', 'hydrolase')",1
"('Exopolysaccharide', 'biosynthesis', 'protein', 'YbjH')",1
"('polyadenylation-dependent', 'snoRNA', ""3'-end"", 'processing')",1
"('nuclease', 'domain,4Fe-4S', 'iron', 'sulfur')",1
"('COG', 'NOG10998', 'non', 'supervised')",1
"('thus', 'inhibiting', 'FtsZ', 'polymerization')",1
"('NOG10998', 'non', 'supervised', 'orthologous')",1
"('SulA', 'causes', 'rapid', 'cessation')",1
"('SWI', 'SNF-related', 'matrix-associated', 'actin-dependent')",1
"('SNF-related', 'matrix-associated', 'actin-dependent', 'regulator')",1
"('superfamily,23S', 'rRNA-intervening', 'sequence', 'protein')",1
"('chromatin', 'subfamily', 'A-like', 'protein')",1
"('glycyl-tRNA', 'synthetase', 'alpha', 'subunit')",1
"('bacteria,4Fe-4S', 'single', 'cluster', 'domain')",1
"('COG', 'NOG26086', 'non', 'supervised')",1
"('Initiation', 'Inhibitor', 'YjgF', 'Family')",1
"('SWIM', 'zinc', 'finger,3D', 'domain')",1
"('NOG04001', 'non', 'supervised', 'orthologous')",1
"('COG', 'NOG04001', 'non', 'supervised')",1
"('Translation', 'Initiation', 'Inhibitor', 'YjgF')",1
"('succinic', 'semialdehyde-thiamine', 'pyrophosphate', 'anion')",1
"('resulting', 'succinic', 'semialdehyde-thiamine', 'pyrophosphate')",1
"('Gammaproteobacteria', 'UniRef', 'RepID', 'Y329_HAEIN')",1
"('KamA', 'family', 'protein', 'HI_0329')",1
"('cellular', 'carbohydrate', 'metabolic', 'process')",1
"('PFAM', 'glycoside', 'hydrolase', 'family')",1
"('phage', 'plasmid-related', 'protein', 'TIGR03299,4')",1
"('COG1122', 'ABC-type', 'cobalt', 'transport')",1
"('protein', 'D3112p03', 'Bacteriophage', 'D3112')",1
"('score,4Fe-4S', 'iron', 'sulfur', 'cluster')",1
"('related', 'domain,4Fe-4S', 'iron', 'sulfur')",1
"('PFAM', 'SPFH', 'domain', 'Band')",1
"('antirepressor', 'protein', 'KilAC', ""domain,5'-3"")",1
"('lysR', 'substrate', 'binding', 'domain')",1
"('cytosine-specific', 'DNA', 'methylase,4Fe-4S', 'iron')",1
"('C-5', 'cytosine-specific', 'DNA', 'methylase,4Fe-4S')",1
"('formate', 'transmembrane', 'transporter', 'activity')",1
"('Sugar-specific', 'transcriptional', 'regulator', 'TrmB')",1
"('Lys', 'Arg', 'decarboxylase', 'major')",1
"('Orn', 'Lys', 'Arg', 'decarboxylase')",1
"('Sporulation', 'related', 'domain,4Fe-4S', 'iron')",1
"('subgroup,4Fe-4S', 'iron', 'sulfur', 'cluster')",1
"('cobalt', 'transport', 'system', 'ATPase')",1
"('Phosphoadenosine', 'phosphosulfate', 'reductase,4Fe-4S', 'iron')",1
"('pyruvate', 'formate', 'lyase', 'activating')",1
"('ABC-type', 'cobalt', 'transport', 'system')",1
"('Putative', 'zinc', 'ribbon', 'domain')",1
"('Rgg', 'GadR', 'MutR', 'family')",1
"('COGs', 'COG1122', 'ABC-type', 'cobalt')",1
"('Dinuclear', 'metal', 'center', 'protein')",1
"('TIGRFAM', 'TIGR02757', 'family', 'protein')",1
"('electron', 'transport', 'protein', 'YkgF')",1
"('disulfide', 'oxidoreductase', 'activity,4Fe-4S', 'iron')",1
"('DNA', 'binding,3D', 'domain', 'protein')",1
"('surface', 'protein', '26-residue', 'PARCEL')",1
"('Bacterial', 'surface', 'protein', '26-residue')",1
"('morphogenesis', 'family,23S', 'rRNA-intervening', 'sequence')",1
"('oxidoreductase', 'activity,4Fe-4S', 'iron', 'sulfur')",1
"('PFAM', 'Transposase', 'IS116', 'IS110')",1
"('virion', 'morphogenesis', 'family,23S', 'rRNA-intervening')",1
"('Phage', 'virion', 'morphogenesis', 'family,23S')",1
"('CAAX', 'prenyl', 'protease', 'N-terminal')",1
"('Polysaccharide', 'biosynthesis', 'export', 'protein')",1
"('Mu-like', 'prophage', 'protein', 'gpG')",1
"('YegS', 'Rv2252', 'BmrU', 'family')",1
"('Transposase', 'IS116', 'IS110', 'IS902')",1
"('phosphosulfate', 'reductase,4Fe-4S', 'iron', 'sulfur')",1
"('RagB', 'SusD', 'domain', 'protein')",1
"('COG1219', 'ATP-dependent', 'protease', 'Clp')",1
"('COG', 'COG1219', 'ATP-dependent', 'protease')",1
"('element', 'PBSX', 'protein', 'XkdQ')",1
"(',Phage', 'terminase', 'large', 'subunit')",1
"('containing', 'tetrapyrrole', 'methyltransferase', 'domain')",1
"('Recruits', 'intracellular', 'free', 'iron')",1
"('protease,4Fe-4S', 'iron', 'sulfur', 'cluster')",1
"('Lysine', 'exporter', 'protein', 'LysE')",1
"('serine', 'protease,4Fe-4S', 'iron', 'sulfur')",1
"('prohead', 'serine', 'protease,4Fe-4S', 'iron')",1
"('Phosphate', 'transporter', 'family', 'protein')",1
"('Primosomal', 'protein', 'DnaI', 'N-terminus')",1
"('secretory', 'system', 'Conjugative', 'DNA')",1
"('NOG26934', 'non', 'supervised', 'orthologous')",1
"('COG', 'NOG26934', 'non', 'supervised')",1
"('system', 'Conjugative', 'DNA', 'transfer')",1
"('bacterial', 'integral', 'membrane', 'protein')",1
"('exporter', 'protein', 'LysE', 'YggA')",1
"('Hypothetical', 'bacterial', 'integral', 'membrane')",1
"('HTH', 'DNA-binding', 'domain,4Fe-4S', 'iron')",1
"('DNA-binding', 'domain,4Fe-4S', 'iron', 'sulfur')",1
"('element', 'PBSX', 'protein', 'XkdK')",1
"('NOG19094', 'non', 'supervised', 'orthologous')",1
"('Maj_tail_phi13', 'phage', 'major', 'tail')",1
"('inner', 'membrane-associated', 'putative', 'hydrolase')",1
"(',HNH', 'endonuclease', 'domain', 'protein')",1
"('COG', 'COG0664', 'cAMP-binding', 'proteins')",1
"('phage', 'RecT', 'family,4Fe-4S', 'single')",1
"('RecT', 'family,4Fe-4S', 'single', 'cluster')",1
"('Homoprotocatechuate', 'degradative', 'operon', 'repressor')",1
"('reductase,4Fe-4S', 'iron', 'sulfur', 'cluster')",1
"('TIGRFAM', 'phosphate', 'binding', 'protein')",1
"('polymerase', 'III', 'alpha', ""subunit,3'-5"")",1
"('COG3956', 'Protein', 'containing', 'tetrapyrrole')",1
"('Protein', 'containing', 'tetrapyrrole', 'methyltransferase')",1
"('COG', 'NOG19094', 'non', 'supervised')",1
"('synthase', 'family,2-oxoacid', 'dehydrogenases', 'acyltransferase')",1
"('GGPP', 'synthase', 'family,2-oxoacid', 'dehydrogenases')",1
"('FPP', 'GGPP', 'synthase', 'family,2-oxoacid')",1
"('protein', 'L,50S', 'ribosome-binding', 'GTPase')",1
"('Ribonucleoside-triphosphate', 'reductase,3D', 'domain', 'protein')",1
"('minor', 'tail', 'protein', 'L,50S')",1
"('infection', 'bacteriophage', 'resistance', 'protein')",1
"('COG4823', 'Abortive', 'infection', 'bacteriophage')",1
"('COG', 'COG4823', 'Abortive', 'infection')",1
"('Hydrolyzes', 'single-stranded', 'polyribonucleotides', 'processively')",1
"('tape', 'measure', 'protein,3D', 'domain')",1
"('tail', 'tape', 'measure', 'protein,3D')",1
"(',Phage', 'minor', 'capsid', 'protein')",1
"('NOG23094', 'non', 'supervised', 'orthologous')",1
"('COG', 'NOG23094', 'non', 'supervised')",1
"('Amino', 'acid', 'kinase', 'family')",1
"('complex', 'mediates', 'electron', 'transfer')",1
"('b-c1', 'complex', 'mediates', 'electron')",1
"('The', 'b-c1', 'complex', 'mediates')",1
"(',double-strand', 'break', 'repair', 'protein')",1
"('Uncharacterised', 'protein', 'family', 'UPF0102')",1
"('L-serine', 'dehydratase', 'alpha', 'chain')",1
"('Methylmalonyl-CoA', 'mutase,4Fe-4S', 'binding', 'domain')",1
"('Ethanolamine', 'utilisation', 'protein', 'EutN/carboxysome')",1
"('phosphorylation', 'may', 'enable', 'SpoIIAA')",1
"('This', 'phosphorylation', 'may', 'enable')",1
"('Abortive', 'infection', 'bacteriophage', 'resistance')",1
"('Helix-turn-helix,4Fe-4S', 'single', 'cluster', 'domain')",1
"('Cell', 'wall', 'hydrolase', 'SleB')",1
"('Site-specific', 'recombinases', 'DNA', 'invertase')",1
"('COG', 'NOG24980', 'non', 'supervised')",1
"('pyridine', 'binding', 'domain', 'protein')",1
"('Voltage', 'gated', 'chloride', 'channel')",1
"('COG5263', 'FOG', 'Glucan-binding', 'domain')",1
"('segregation,4Fe-4S', 'single', 'cluster', 'domain')",1
"('chromosome', 'segregation,4Fe-4S', 'single', 'cluster')",1
"('nuclear', 'chromosome', 'segregation,4Fe-4S', 'single')",1
"('membrane', 'attachment,3D', 'domain', 'protein')",1
"('phosphatase,4Fe-4S', 'single', 'cluster', 'domain')",1
"('PFAM', 'Integrase', 'core', 'domain')",1
"('LuxR', 'family', 'transcriptional', 'regulator')",1
"('Baseplate', 'J-like', 'protein,3D', 'domain')",1
"('tail', 'tape', 'measure', 'protein,3')",1
"('catalyzes', 'glycan', 'chain', 'elongation')",1
"('TIGRFAM', 'amino', 'acid', 'carrier')",1
"('TP901', 'family,3D', 'domain', 'protein')",1
"('pre-mRNA', ""3'-splice"", 'site', 'binding')",1
"('COG2197', 'Response', 'regulator', 'containing')",1
"('recombinases', 'DNA', 'invertase', 'Pin')",1
"('also', 'use', 'ribulose', '5-phosphate')",1
"('Can', 'also', 'use', 'ribulose')",1
"('NOG23385', 'non', 'supervised', 'orthologous')",1
"('COG', 'NOG23385', 'non', 'supervised')",1
"('GPW', 'gp25', 'family', 'protein')",1
"('potassium', 'uptake', 'protein', 'TrkA')",1
"('system', 'potassium', 'uptake', 'protein')",1
"('Trk', 'system', 'potassium', 'uptake')",1
"('Low-affinity', 'potassium', 'transport', 'system')",1
"('replication', 'protein', 'O,4.5', 'Transposon')",1
"('Bacteriophage', 'replication', 'protein', 'O,4.5')",1
"('Outer', 'membrane', 'protein', 'SusF_SusE')",1
"('synthase', 'complex', 'beta', 'subunit')",1
"('dehydrogenase/acetyl-CoA', 'synthase', 'complex', 'beta')",1
"('transporter', 'substrate-binding', 'protein', 'family')",1
"('NOG14444', 'non', 'supervised', 'orthologous')",1
"('COG', 'NOG14444', 'non', 'supervised')",1
"('Secondary', 'thiamine-phosphate', 'synthase', 'enzyme')",1
"('Translation', 'elongation', 'factor', 'EFG')",1
"('dehydrogenase', 'family,4Fe-4S', 'single', 'cluster')",1
"('GDP-mannose', 'dehydrogenase', 'family,4Fe-4S', 'single')",1
"('UDP-glucose', 'GDP-mannose', 'dehydrogenase', 'family,4Fe-4S')",1
"('PFAM', 'phosphoesterase', 'PA-phosphatase', 'related')",1
"('COG', 'NOG25714', 'non', 'supervised')",1
"('NOG25714', 'non', 'supervised', 'orthologous')",1
"('ABC', 'transporter', 'complex', 'TagGH')",1
"('process', 'non-cognate', 'amino', 'acids')",1
"('LytTr', 'DNA-binding', 'domain', 'protein')",1
"('membrane', 'protein', 'assembly', 'complex')",1
"('outer', 'membrane', 'protein', 'assembly')",1
"('pentaerythritol', 'trinitrate', 'reductase', 'activity')",1
"('score', '8.87,2-oxoacid', 'acceptor', 'oxidoreductase')",1
"('The', 'misacylated', 'Cys-', 'tRNA')",1
"('additional', 'distinct', 'editing', 'activities')",1
"('two', 'additional', 'distinct', 'editing')",1
"('transporter', 'complex', 'RbsABC', 'involved')",1
"('transporter', 'complex', 'TagGH', 'involved')",1
"('ABC', 'transporter', 'complex', 'RbsABC')",1
"('PFAM', 'Sporulation', 'protein', 'YtfJ')",1
"('SPP1', 'Gp6-like,3D', 'domain', 'protein')",1
"('sigma', 'stress', 'factor', 'RpoS')",1
"('frame', 'shift,8-oxoguanine', 'DNA', 'glycosylase')",1
"('X,4Fe-4S', 'iron', 'sulfur', 'cluster')",1
"('Protein', 'X,4Fe-4S', 'iron', 'sulfur')",1
"('Tail', 'Protein', 'X,4Fe-4S', 'iron')",1
"('NOG24980', 'non', 'supervised', 'orthologous')",1
"('PFAM', 'Neutral', 'alkaline', 'nonlysosomal')",1
"('AhpC', 'active', 'site', 'cysteine')",1
"('sugar-binding', 'region', 'containing', 'DXD')",1
"('ClpAP-mediated', 'ATP-dependent', 'protein', 'degradation')",1
"('tripartite', 'efflux', 'system', 'MacAB-TolC')",1
"('helix-turn-helix', 'protein,4Fe-4S', 'iron', 'sulfur')",1
"('DNA-binding', 'helix-turn-helix', 'protein,4Fe-4S', 'iron')",1
"('Glycopeptide', 'antibiotics', 'resistance', 'protein')",1
"('Signal', 'transduction', 'histidine', 'kinase')",1
"('COG0642', 'Signal', 'transduction', 'histidine')",1
"('COG1734', 'DnaK', 'suppressor', 'protein')",1
"('MazG', 'nucleotide', 'pyrophosphohydrolase', ""domain,5'-3"")",1
"('Mg2', 'transporter-C', 'family', 'protein')",1
"('major', 'tail', 'protein', 'phi13')",1
"('DNA', 'circularisation', 'protein', ""N-terminus,3'-to-5"")",1
"('Ferric', 'uptake', 'regulator', 'family')",1
"('NOG20192', 'non', 'supervised', 'orthologous')",1
"('ParB', 'family,4Fe-4S', 'single', 'cluster')",1
"('resistance', 'protein,23S', 'rRNA-intervening', 'sequence')",1
"('antibiotic', 'resistance', 'protein,23S', 'rRNA-intervening')",1
"('multiple', 'antibiotic', 'resistance', 'protein,23S')",1
"('ABC', 'transporter', 'ATP-binding', 'protein')",1
"('Glycosyltransferase', 'sugar-binding', 'region', 'containing')",1
"('region', 'containing', 'DXD', 'motif')",1
"('Neutral', 'alkaline', 'nonlysosomal', 'ceramidase')",1
"('C-5', 'cytosine-specific', 'DNA', 'methylase,5')",1
"('COG', 'NOG37815', 'non', 'supervised')",1
"('large', 'subunit,4Fe-4S', 'single', 'cluster')",1
"('terminase', 'large', 'subunit,4Fe-4S', 'single')",1
"('Phage', 'terminase', 'large', 'subunit,4Fe-4S')",1
"('DNA', 'polymerase', 'family', ""A,3'-5"")",1
"('NOG22900', 'non', 'supervised', 'orthologous')",1
"('COG', 'NOG22900', 'non', 'supervised')",1
"('antirepressor,23S', 'rRNA-intervening', 'sequence', 'protein')",1
"('AntA/AntB', 'antirepressor,23S', 'rRNA-intervening', 'sequence')",1
"('COG4383', 'Mu-like', 'prophage', 'protein')",1
"('COGs', 'COG4383', 'Mu-like', 'prophage')",1
"('glycosylase', '8-oxoguanine', 'DNA', 'glycosylase')",1
"('DNA', 'glycosylase', '8-oxoguanine', 'DNA')",1
"(',3-methyladenine', 'DNA', 'glycosylase', '8-oxoguanine')",1
"('DNA', 'primase', 'activity,3D', 'domain')",1
"('Gp25', 'family', 'protein,3D', 'domain')",1
"('GPW', 'Gp25', 'family', 'protein,3D')",1
"('base', 'DNA', 'N-glycosylase', 'activity')",1
"('deaminated', 'base', 'DNA', 'N-glycosylase')",1
"('Phosphonate', 'ABC', 'transporter', 'ATP-binding')",1
"('DNA-directed', 'DNA', 'polymerase', 'activity,5')",1
"('T/G', 'mismatch-specific', 'endonuclease', 'activity')",1
"('protein', 'Mlr8012', 'SWALL', 'Q984G8')",1
"('COG', 'NOG34047', 'non', 'supervised')",1
"('mRNA', 'yielding', 'nucleioside', ""5'-phosphates"")",1
"('dehydrogenase', 'substrate', 'binding', 'domain')",1
"('Shikimate', 'dehydrogenase', 'substrate', 'binding')",1
"('NOG17973', 'non', 'supervised', 'orthologous')",1
"('COG', 'NOG17973', 'non', 'supervised')",1
"('Colicin', 'pore', 'forming', 'domain')",1
"('Mu-like', 'prophage', 'protein', 'gp16')",1
"('COG1179', 'Dinucleotide-utilizing', 'enzymes', 'involved')",1
"('KOG2845', 'Activating', 'signal', 'cointegrator')",1
"('COG', 'KOG2845', 'Activating', 'signal')",1
"('Methylase,4Fe-4S', 'single', 'cluster', 'domain')",1
"('DNA', 'Methylase,4Fe-4S', 'single', 'cluster')",1
"('N-6', 'DNA', 'Methylase,4Fe-4S', 'single')",1
"('COG1974', 'SOS-response', 'transcriptional', 'repressors')",1
"('COG', 'COG1974', 'SOS-response', 'transcriptional')",1
"('portal', 'protein,4Fe-4S', 'iron', 'sulfur')",1
"('Phage', 'portal', 'protein,4Fe-4S', 'iron')",1
"('Two-component-system', 'connector', 'protein', 'AriR')",1
"('NOG34047', 'non', 'supervised', 'orthologous')",1
"('DNA', 'recombination,2Fe-2S', 'iron-sulfur', 'cluster')",1
"('recombination,2Fe-2S', 'iron-sulfur', 'cluster', 'binding')",1
"('PFAM', 'CheW', 'domain', 'protein')",1
"('NOG30522', 'non', 'supervised', 'orthologous')",1
"('COG', 'NOG30522', 'non', 'supervised')",1
"('alpha', 'beta', 'hydrolase', 'fold')",1
"('NrdR-', 'boxes,3D', 'domain', 'protein')",1
"('DNA-binding', 'domain,3D', 'domain', 'protein')",1
"('HTH', 'DNA-binding', 'domain,3D', 'domain')",1
"('Cro/C1-type', 'HTH', 'DNA-binding', 'domain,3D')",1
"('Cell', 'division', 'protein', 'FtsQ')",1
"('TerD', 'domain,4Fe-4S', 'single', 'cluster')",1
"('iron-sulfur', 'cluster', 'binding', 'domain')",1
"('small', 'multi-drug', 'export', 'protein')",1
"('Putative', 'small', 'multi-drug', 'export')",1
"('Peptidoglycan', 'domain,23S', 'rRNA-intervening', 'sequence')",1
"('Predicted', 'Peptidoglycan', 'domain,23S', 'rRNA-intervening')",1
"('NOG06100', 'non', 'supervised', 'orthologous')",1
"('COG', 'NOG06100', 'non', 'supervised')",1
"('COG0617', 'tRNA', 'nucleotidyltransferase', 'poly')",1
"('Phage', 'Terminase,4-phosphoerythronate', 'dehydrogenase', 'activity')",1
"('active', 'site', 'cysteine', 'residues')",1
"('InterPro', 'IPR009708', 'Bacteriophage', 'A118')",1
"(',C-5', 'cytosine-specific', 'DNA', 'methylase')",1
"('transcriptional', 'preinitiation', 'complex', 'assembly')",1
"('TIGRFAM', 'DNA', 'polymerase', 'LigD')",1
"('Degrades', 'late', 'enterobacteria', 'phage')",1
"('causes', 'generalized', 'RNA', 'degradation')",1
"('RnlB', 'causes', 'generalized', 'RNA')",1
"('antitoxin', 'RnlB', 'causes', 'generalized')",1
"('cognate', 'antitoxin', 'RnlB', 'causes')",1
"('tail', 'tape', 'measure', ""protein,5'-3"")",1
"('NOG09946', 'non', 'supervised', 'orthologous')",1
"('COG', 'NOG09946', 'non', 'supervised')",1
"('NOG06131', 'non', 'supervised', 'orthologous')",1
"('COG', 'NOG06131', 'non', 'supervised')",1
"('Pyruvate', '2-oxoglutarate', 'dehydrogenase', 'complex')",1
"('COG0508', 'Pyruvate', '2-oxoglutarate', 'dehydrogenase')",1
"('COG', 'COG0508', 'Pyruvate', '2-oxoglutarate')",1
"('COMEC,23S', 'rRNA-intervening', 'sequence', 'protein')",1
"('protein', 'COMEC,23S', 'rRNA-intervening', 'sequence')",1
"('competence', 'protein', 'COMEC,23S', 'rRNA-intervening')",1
"('Cell', 'shape', 'determining', 'protein')",1
"('nitrogen-fixing', 'NifU', 'domain', 'protein')",1
"('DNA-templated', 'transcriptional', 'preinitiation', 'complex')",1
"('COG2373', 'Large', 'extracellular', 'alpha-helical')",1
"('tail', 'collar', 'domain', 'protein,3D')",1
"('linear', 'duplex', 'substrate', 'DNA')",1
"('Histidine', 'triad', 'domain', 'protein')",1
"('NTF2', 'fold', 'immunity', 'protein')",1
"('integrase', 'family,23S', 'rRNA-intervening', 'sequence')",1
"('NOG13239', 'non', 'supervised', 'orthologous')",1
"('COG', 'NOG13239', 'non', 'supervised')",1
"('PFAM', 'Transposase', 'DDE', 'domain')",1
"('NOG23374', 'non', 'supervised', 'orthologous')",1
"('COG', 'NOG23374', 'non', 'supervised')",1
"('LytC', 'amidase', 'family', 'K01448')",1
"('COG0484', 'DnaJ-class', 'molecular', 'chaperone')",1
"('arsenite', 'transmembrane', 'transporter', 'activity')",1
"('COG3712', 'Fe2', '-dicitrate', 'sensor')",1
"('PFAM', 'Peptidase', 'family', 'M23')",1
"('damaged', 'DNA,23S', 'rRNA-intervening', 'sequence')",1
"('transporter', 'complex', 'MetNIQ', 'involved')",1
"('ABC', 'transporter', 'complex', 'MetNIQ')",1
"('fiber', 'protein,3D', 'domain', 'protein')",1
"('Head', 'fiber', 'protein,3D', 'domain')",1
"('Addiction', 'module', 'antidote', 'protein')",1
"('PFAM', 'nitrogen-fixing', 'NifU', 'domain')",1
"('class-I', 'aminoacyl-tRNA', 'synthetase', ""family,3'-to-5"")",1
"('recombinase', 'activity,4Fe-4S', 'iron', 'sulfur')",1
"('glutathione-regulated', 'potassium', 'exporter', 'activity')",1
"('oxidative', 'damage', 'repair', 'enzymes')",1
"('including', 'oxidative', 'damage', 'repair')",1
"('pyrophosphohydrolases', 'including', 'oxidative', 'damage')",1
"('NTP', 'pyrophosphohydrolases', 'including', 'oxidative')",1
"('COG0494', 'NTP', 'pyrophosphohydrolases', 'including')",1
"('COG', 'COG0494', 'NTP', 'pyrophosphohydrolases')",1
"('Leucine', 'Rich', 'Repeat', 'protein')",1
"('GerA', 'spore', 'germination', 'protein')",1
"('Bacillus/Clostridium', 'GerA', 'spore', 'germination')",1
"('Helix-turn-helix', ""domain,2'-deoxycytidine"", ""5'-triphosphate"", 'deaminase')",1
"('Acetyl-CoA', 'hydrolase/transferase', 'C-terminal', 'domain')",1
"('Uncharacterized', 'protein', 'family', 'UPF0029')",1
"('DNA', 'specificity', 'domain', 'protein')",1
"('Gln', 'Arg', 'opine', 'family')",1
"('Glu', 'Gln', 'Arg', 'opine')",1
"('His', 'Glu', 'Gln', 'Arg')",1
"('amine', 'acid', 'ABC', 'transporter')",1
"('TIGRFAM', 'amine', 'acid', 'ABC')",1
"('COG', 'COG0845', 'Membrane-fusion', 'protein')",1
"('mercury', 'ion', 'transmembrane', 'transporter')",1
"('ion', 'transmembrane', 'transporter', 'activity')",1
"('PFAM', 'tail', 'tape', 'measure')",1
"('high-affinity', 'ATP-driven', 'potassium', 'transport')",1
