trigram,freq
"('NOG28949', 'non', 'supervised')",25
"('holliday', 'junction', 'resolvase')",25
"('beta', 'ribbon', 'domain')",25
"('barrel', 'domain', 'protein')",25
"('COG', 'NOG18823', 'non')",25
"('COG', 'NOG28949', 'non')",25
"('Recombinase', 'zinc', 'beta')",25
"('zinc', 'beta', 'ribbon')",25
"('NOG18823', 'non', 'supervised')",25
"('aminoacylated', 'tmRNA', 'acts')",25
"('short', 'internal', 'open')",25
"('tmRNA', 'acts', 'like')",25
"('DNA', 'ligase', 'OB-like')",25
"('Bacterial', 'extracellular', 'solute-binding')",25
"('During', 'trans-translation', 'Ala-')",25
"('SecYEG', 'preprotein', 'conducting')",25
"('Ala-', 'aminoacylated', 'tmRNA')",25
"('protein', 'translocase', 'complex')",25
"('two-step', 'reaction', 'proline')",25
"('Sec', 'protein', 'translocase')",25
"('form', 'Pro-', 'AMP')",25
"('CheY-like', 'receiver', 'domain')",25
"('ligase', 'OB-like', 'domain')",25
"('trans-translation', 'Ala-', 'aminoacylated')",25
"('preprotein', 'conducting', 'channel')",25
"('secretion', 'activating', 'protein')",24
"('histone-like', 'protein', 'family')",24
"('protein', 'muramidase', 'FlgJ')",24
"('bacterial', 'histone-like', 'protein')",24
"('first', 'committing', 'step')",24
"('C4-type', 'zinc', 'finger')",24
"('Prokaryotic', 'dksA/traR', 'C4-type')",24
"('dksA/traR', 'C4-type', 'zinc')",24
"('Listeria-Bacteroides', 'repeat', 'domain')",24
"('assembly', 'protein', 'muramidase')",24
"('rod', 'assembly', 'protein')",24
"('Flagellar', 'rod', 'assembly')",24
"('phosphoprotein', 'phosphatase', 'activity')",24
"('bacterial', 'cell', 'walls')",24
"('Bacterial', 'SH3', 'domain')",24
"('acetyl', 'butaryl', 'transferase')",23
"('head', 'completion', 'protein')",23
"('Phage', 'head', 'completion')",23
"('Phosphate', 'acetyl', 'butaryl')",23
"('PFAM', 'Phosphate', 'acetyl')",23
"('MATE', 'efflux', 'family')",23
"('extracellular', 'solute-binding', 'protein')",23
"('Bacterial', 'transferase', 'hexapeptide')",23
"('pilus', 'assembly', 'protein')",23
"('integral', 'membrane', 'protein')",23
"('COG1595', 'DNA-directed', 'RNA')",22
"('RelE', 'StbE', 'family')",22
"('Virulence', 'protein', 'RhuM')",22
"('GIY-YIG', 'catalytic', 'domain')",22
"('Putative', 'ABC-transporter', 'type')",22
"('Replication', 'initiator', 'protein')",22
"('Phage', 'protein', 'GP46')",22
"('TIGRFAM', 'Anaerobic', 'ribonucleoside-triphosphate')",22
"('Radical', 'SAM', 'domain')",22
"('cell', 'wall', 'organization')",22
"('NOG19595', 'non', 'supervised')",22
"('COG', 'NOG19595', 'non')",22
"('coat', 'associated', 'protein')",22
"('Spore', 'coat', 'associated')",22
"('overlaps', 'another', 'CDS')",22
"('DNA', 'polymerase', 'type')",22
"('protein', 'RhuM', 'family')",22
"('phage', 'transcriptional', 'regulator')",22
"('RadC-like', 'JAB', 'domain')",22
"('DEAD', 'box', 'helicase')",22
"('Putative', '3TM', 'holin')",22
"('box', 'helicase', 'family')",22
"('Phage', 'terminase', 'small')",22
"('replisome', 'organizer', 'N-terminal')",22
"('Response', 'regulators', 'consisting')",21
"('Transposase', 'DDE', 'domain')",21
"('winged-helix', 'DNA-binding', 'domain')",21
"('lambda', 'tail', 'assembly')",21
"('LysM', 'domain', 'protein')",21
"('read', 'codons', 'beginning')",21
"('DNA', 'RNA', 'helicases')",21
"('COG', 'NOG18351', 'non')",21
"('major', 'tail', 'tube')",21
"('dCTP', 'deaminase', 'family')",21
"('NOG18351', 'non', 'supervised')",21
"('DNA', 'repair', 'protein')",21
"('DNA-binding', 'transcription', 'factor')",21
"('class-II', 'aminoacyl-tRNA', 'synthetase')",21
"('DNA', 'metabolic', 'process')",21
"('NOG19076', 'non', 'supervised')",21
"('COG', 'NOG19076', 'non')",21
"('Tfp', 'pilus', 'assembly')",20
"('multidrug', 'transport', 'system')",20
"('COG', 'NOG08810', 'non')",20
"('NOG08810', 'non', 'supervised')",20
"('HSP90', 'domain', 'protein')",20
"('PFAM', 'Binding-protein-dependent', 'transport')",20
"('TolB-like', '6-blade', 'propeller-like')",20
"('Helix-turn-helix', 'domain', 'protein')",20
"('cell', 'wall', 'hydrolase')",20
"('kinase', 'DNA', 'gyrase')",20
"('histidine', 'kinase', 'DNA')",20
"('SpoIIIE', 'SftA', 'family')",20
"('ABC-type', 'multidrug', 'transport')",20
"('phage', 'tail', 'completion')",20
"('Terminase', 'Small', 'Subunit')",20
"('capsid', 'scaffolding', 'protein')",20
"('ATPase', 'histidine', 'kinase')",20
"('ribonucleoside-triphosphate', 'reductase', 'activity')",20
"('recombinase', 'family', 'protein')",20
"('phage', 'regulatory', 'protein')",20
"('FtsK', 'SpoIIIE', 'SftA')",20
"('Phage', 'capsid', 'scaffolding')",20
"('PTS', 'HPr', 'component')",20
"('Cell', 'wall-associated', 'hydrolases')",20
"('COG0791', 'Cell', 'wall-associated')",20
"('solute', 'symporter', 'family')",20
"('COG', 'COG0791', 'Cell')",20
"('HPr', 'component', 'phosphorylation')",20
"('Transcriptional', 'regulatory', 'protein')",19
"('capsid', 'assembly', 'protein')",19
"('subsequent', 'tripolyphosphate', 'hydrolysis')",19
"('two', 'sequential', 'steps')",19
"('PAAR', 'repeat-containing', 'protein')",19
"('The', 'overall', 'synthetic')",19
"('Putative', 'restriction', 'endonuclease')",19
"('VRR-NUC', 'domain-containing', 'protein')",19
"('LexA', 'DNA', 'binding')",19
"('overall', 'synthetic', 'reaction')",19
"('III', 'sporulation', 'protein')",19
"('tyrosine', 'kinase', 'activity')",19
"('Predicted', 'membrane', 'protein')",19
"('COG0745', 'Response', 'regulators')",19
"('lytic', 'murein', 'transglycosylase')",19
"('replicative', 'DNA', 'synthesis')",19
"('RNA', 'ligase', 'activity')",19
"('ABC', 'transporter', 'transmembrane')",19
"('ABC', 'transporter', 'superfamily')",19
"('peptidase', 'S26', 'family')",19
"('SWIM', 'zinc', 'finger')",18
"('related', 'regulatory', 'proteins')",18
"('Soluble', 'lytic', 'murein')",18
"('PFAM', 'Mo-dependent', 'nitrogenase')",18
"('cell', 'wall', 'anchor')",18
"('anchor', 'domain', 'protein')",18
"('PFAM', 'PhoH-like', 'protein')",18
"('PFAM', 'cell', 'wall')",18
"('PFAM', 'Radical', 'SAM')",18
"('Dinucleotide-utilizing', 'enzymes', 'involved')",18
"('holin', 'family', 'HP1')",18
"('toxin-antitoxin', 'pair', 'type')",18
"('component', 'phosphorylation', 'site')",18
"('contain', 'LysM', 'invasin')",18
"('tail', 'length', 'tape')",18
"('length', 'tape', 'measure')",18
"('Glycosyl', 'transferase', 'family')",18
"('transporter', 'transmembrane', 'region')",18
"('methionine', 'tRNA', 'synthetase')",18
"('LysM', 'invasin', 'domains')",18
"('Bacteriophage', 'abortive', 'infection')",18
"('abortive', 'infection', 'AbiH')",18
"('Bifunctional', 'DNA', 'primase/polymerase')",18
"('Catabolite', 'gene', 'activator')",18
"('wall', 'anchor', 'domain')",18
"('NOG19098', 'non', 'supervised')",18
"('COG', 'NOG19098', 'non')",18
"('NOG14445', 'non', 'supervised')",17
"('PFAM', 'DNA', 'methylase')",17
"('head', 'subunit', 'gpT')",17
"('M5U', 'methyltransferase', 'family')",17
"('fatty', 'acid', 'biosynthesis')",17
"('fatty', 'acid', 'chain')",17
"('growing', 'fatty', 'acid')",17
"('DNA', 'replication', 'initiation')",17
"('outer', 'membrane', 'autotransporter')",17
"('Small', 'integral', 'membrane')",17
"('Acyl', 'carrier', 'protein')",17
"('RNA', 'polymerase', 'sigma-70')",17
"('polymerase', 'sigma-70', 'factor')",17
"('membrane', 'autotransporter', 'barrel')",17
"('COG', 'NOG14445', 'non')",17
"('DNA', 'methylase', 'N-4')",17
"('assembly', 'protein', 'FimV')",17
"('methylase', 'N-4', 'N-6')",17
"('Queuosine', 'biosynthesis', 'protein')",17
"('Radical', 'SAM', 'superfamily')",17
"('glycosyl', 'hydrolase', 'family')",17
"('NlpC', 'p60', 'family')",17
"('major', 'head', 'subunit')",17
"('biosynthesis', 'protein', 'QueC')",17
"('autotransporter', 'barrel', 'domain')",17
"('COG0476', 'Dinucleotide-utilizing', 'enzymes')",17
"('arabinose', 'operon', 'control')",17
"('SMC', 'domain', 'protein')",17
"('operon', 'control', 'protein')",17
"('PFAM', 'SMC', 'domain')",17
"('DNA-binding', 'transcriptional', 'regulator')",17
"('DNA', 'stabilization', 'protein')",17
"('AbrB', 'like', 'domain')",17
"('Packaged', 'DNA', 'stabilization')",17
"('Cadherin-like', 'beta', 'sandwich')",17
"('beta', 'sandwich', 'domain')",17
"('Mu-like', 'prophage', 'major')",17
"('prophage', 'major', 'head')",17
"('Major', 'capsid', 'protein')",17
"('RNA', 'M5U', 'methyltransferase')",17
"('COG5546', 'Small', 'integral')",17
"('The', 'complex', 'acts')",16
"('magnesium', 'ion', 'binding')",16
"('Phage', 'baseplate', 'assembly')",16
"('single-stranded', 'DNA', ""5'-3"")",16
"('cleaves', 'DNA', 'hairpin')",16
"('DNA', 'hairpin', 'structures')",16
"('inhibit', 'DNA', 'replication')",16
"('certain', 'DNA', 'recombination')",16
"('DNA', 'recombination', 'reactions')",16
"('nuclease', 'repeat', 'motif')",16
"('double', 'strand', 'exonuclease')",16
"('single-strand', 'endonuclease', 'activity')",16
"('encoded', 'nuclease', 'repeat')",16
"('clusters', 'contain', 'spacers')",16
"('transcriptional', 'regulator', 'Cro')",16
"('von', 'Willebrand', 'factor')",16
"('25-like', 'lysozyme', 'endolysin')",16
"('Intron', 'encoded', 'nuclease')",16
"('Family', '25-like', 'lysozyme')",16
"('SbcCD', 'cleaves', 'DNA')",16
"('protein', 'beta-sandwich', 'domain')",16
"('Flagellar', 'Assembly', 'Protein')",16
"('sheath', 'protein', 'beta-sandwich')",16
"('COG0740', 'Protease', 'subunit')",16
"('Major', 'facilitator', 'Superfamily')",16
"('carbohydrates', 'via', 'glycolysis')",16
"('DNA', 'mismatch', 'repair')",16
"('strictly', 'specific', 'dephosphorylation')",16
"(""2'-"", 'deoxyribonucleoside', ""5'-monophosphates"")",16
"('transmembrane', 'transporter', 'activity')",16
"('proton', 'gradient', 'across')",16
"('enzyme', 'res', 'subunit')",16
"('Transposase', 'IS116/IS110/IS902', 'family')",16
"('Plasmid', 'maintenance', 'system')",16
"('restriction', 'enzyme', 'res')",16
"('nuclease', 'domain', 'protein')",16
"('Relaxase', 'mobilization', 'nuclease')",16
"('mobilization', 'nuclease', 'domain')",16
"('Glycoside', 'Hydrolase', 'Family')",16
"('Hydrolase', 'Family', '25-like')",16
"('junction', 'helicase', 'activity')",16
"('four-way', 'junction', 'helicase')",16
"('tail', 'completion', 'protein')",15
"('phage', 'terminase', 'small')",15
"(""3'-OH"", 'DNA', 'strand')",15
"('Tellurite', 'resistance', 'protein')",15
"('The', 'scissile', 'phosphodiester')",15
"('Histidine', 'kinase-', 'DNA')",15
"('kinase-', 'DNA', 'gyrase')",15
"('regulatory', 'CII', 'family')",15
"('Bacteriophage', 'capsid', 'portal')",15
"('Glycosyltransferase', 'like', 'family')",15
"('CII', 'family', 'protein')",15
"('stimulating', 'RNA', 'polymerase')",15
"('break', 'via', 'transesterification')",15
"('single-strand', 'break', 'via')",15
"('NOG16320', 'non', 'supervised')",15
"('virion', 'morphogenesis', 'protein')",15
"('DNA', ""3'-OH"", 'attacks')",15
"('MTH538', 'TIR-like', 'domain')",15
"('tightly', 'supercoiled', 'DNA')",15
"('high', 'salt', 'concentrations')",15
"('ABC', 'transporter', 'complex')",15
"('COG', 'NOG16320', 'non')",15
"('removing', 'DNA', 'supercoils')",15
"('The', 'free', 'DNA')",15
"('serine', 'threonine', 'protein')",15
"('ATP-driven', 'molecular', 'motor')",15
"('molecular', 'motor', 'driving')",15
"('polypeptide', 'chains', 'across')",15
"('free', 'DNA', 'strand')",15
"('leucine-', 'rich', 'repeat')",15
"('50S', 'ribosomal', 'subunit')",15
"('undergoes', 'passage', 'around')",15
"('maintenance', 'system', 'killer')",15
"('Bacteriophage', 'related', 'domain')",15
"('peptide', 'transport', 'system')",15
"('heat', 'shock', 'protein')",15
"('IMC', 'autoproteolytic', 'cleavage')",15
"('HsdM', 'N-terminal', 'domain')",15
"('AP2', 'domain', 'protein')",15
"('autoproteolytic', 'cleavage', 'domain')",15
"('thus', 'removing', 'DNA')",15
"('Bacteriophage', 'replication', 'gene')",15
"('carbohydrate', 'kinase', 'activity')",15
"('RelE-like', 'toxic', 'component')",15
"('rejoining', 'one', 'strand')",15
"('PFAM', 'AIG2', 'family')",14
"('Leucine', 'rich', 'repeats')",14
"('COG', 'COG0745', 'Response')",14
"('regulator', 'receiver', 'domain')",14
"('Branched-chain', 'amino', 'acid')",14
"('capsid', 'portal', 'protein')",14
"('secretion', 'system', 'protein')",14
"('epimerase', 'dehydratase', 'family')",14
"('Conserved', 'hypothetical', 'protein')",14
"('Putative', 'exonuclease', 'SbcCD')",14
"('substrate', 'binding', 'domain')",14
"('DNA', 'segregation', 'ATPase')",14
"('PFAM', 'Phage', 'XkdN-like')",14
"('Phage', 'XkdN-like', 'protein')",14
"('glutamine', 'amidotransferase', 'activity')",14
"('DNA', 'phosphodiester', 'backbone')",14
"('PFAM', 'ATPase', 'family')",14
"('CotH', 'kinase', 'protein')",14
"('phage', 'P22', 'injectosome')",14
"('threonine', 'protein', 'kinase')",14
"('stress-induced', 'multi-chaperone', 'system')",14
"('amino', 'acid', 'transport')",14
"('Response', 'regulator', 'receiver')",14
"('binding', 'protein', 'like')",14
"('amine', 'dehydrogenase', 'activity')",14
"('AIG2', 'family', 'protein')",14
"('releases', ""5'-nucleoside"", 'monophosphates')",13
"('COG', 'NOG20168', 'non')",13
"('Methyltransferase', 'domain', 'protein')",13
"('Cell', 'wall', 'hydrolyses')",13
"('primary', 'sigma', 'factor')",13
"('Addiction', 'module', 'toxin')",13
"('COG3773', 'Cell', 'wall')",13
"('naked', 'glycan', 'strands')",13
"('PFAM', 'ORF6N', 'domain')",13
"('This', 'sigma', 'factor')",13
"('hypothetical', 'protein', '2217')",13
"('lack', 'stem', 'peptides')",13
"('NOG20168', 'non', 'supervised')",13
"('30S', 'ribosomal', 'subunit')",13
"('ATPase', 'FtsK', 'SpoIIIE')",13
"('KAP', 'family', 'P-loop')",13
"('family', 'P-loop', 'domain')",13
"('Pectate', 'lyase', 'superfamily')",13
"('COG', 'COG0629', 'Single-stranded')",13
"('cell', 'division', 'protein')",13
"('wall', 'hydrolyses', 'involved')",13
"('Tail', 'sheath', 'protein')",13
"('deoxyuridine', ""5'-triphosphate"", 'nucleotidohydrolase')",13
"('virus', 'tail', 'assembly')",13
"('lyase', 'superfamily', 'protein')",13
"('COG0629', 'Single-stranded', 'DNA-binding')",13
"('VRR-NUC', 'domain', 'protein')",13
"('resistance', 'protein', 'TerB')",13
"('lambda', 'Kil', 'protein')",13
"('Bacteriophage', 'lambda', 'Kil')",13
"('segregation', 'ATPase', 'FtsK')",13
"('system', 'killer', 'protein')",12
"('addiction', 'module', 'toxin')",12
"('Phosphoglycerate', 'mutase', 'family')",12
"('fatty', 'acid', 'synthesis')",12
"('Protein', 'kinase', 'domain')",12
"('Transcriptional', 'Coactivator', 'p15')",12
"('bacterial', 'genetic', 'diversity')",12
"('DNA', 'packaging', 'protein')",12
"(',Psort', 'location', 'Cytoplasmic')",12
"('handed', 'beta', 'helix')",12
"('specific', '2-hydroxyacid', 'dehydrogenase')",12
"('D-isomer', 'specific', '2-hydroxyacid')",12
"('COG3617', 'Prophage', 'antirepressor')",12
"('Regulatory', 'phage', 'protein')",12
"('PFAM', 'ABC', 'transporter')",12
"('Right', 'handed', 'beta')",12
"('Ash', 'protein', 'family')",12
"('beta', 'helix', 'region')",12
"('Periplasmic', 'binding', 'protein')",12
"('newly', 'synthesized', 'proteins')",12
"('transport', 'system', 'ATPase')",12
"('Arc-like', 'DNA', 'binding')",12
"('contain', 'sequences', 'complementary')",12
"('type', 'III', 'toxin-antitoxin')",12
"('membrane', 'protein', 'beta-barrel')",12
"('two-component', 'regulatory', 'system')",12
"('PFAM', 'LysM', 'domain')",12
"('COG', 'COG5546', 'Small')",12
"('III', 'toxin-antitoxin', 'system')",12
"('SMART', 'Glycoside', 'hydrolase')",12
"('alginic', 'acid', 'biosynthetic')",12
"('acid', 'biosynthetic', 'process')",12
"('clusters', 'contain', 'sequences')",12
"('chain', 'release', 'factor')",11
"('Peptidase_C39', 'like', 'family')",11
"('Escherichia', 'coli', 'O157')",11
"('peptide', 'chain', 'termination')",11
"('phage', 'protein', 'cox')",11
"('chain', 'termination', 'codons')",11
"('NOG24226', 'non', 'supervised')",11
"('SPFH', 'domain', 'Band')",11
"('low', 'molecular', 'weight')",11
"('class', 'IV-like', 'SAM-binding')",11
"('IV-like', 'SAM-binding', 'methyltransferase')",11
"('RNA', 'methyltransferase', 'TrmH')",11
"('ClpA', 'ClpB', 'family')",11
"('methyltransferase', 'TrmH', 'family')",11
"('COG', 'NOG24226', 'non')",11
"('T4-like', 'virus', 'tail')",11
"('lysis', 'regulatory', 'protein')",11
"('SLT', 'domain', 'protein')",11
"('small', 'subunit', 'methyltransferase')",11
"('phage', 'lysis', 'regulatory')",11
"('C-4', 'type', 'zinc')",11
"('repressor', 'C-terminal', 'domain')",11
"('class-I', 'aminoacyl-tRNA', 'synthetase')",11
"('tube', 'protein', 'gp19')",11
"('ribosomal', 'rna', 'small')",11
"('rna', 'small', 'subunit')",11
"('plasmid', 'C-4', 'type')",11
"('virus', 'tail', 'tube')",11
"('conjugal', 'plasmid', 'C-4')",11
"('COG0741', 'Soluble', 'lytic')",11
"('type', 'zinc', 'finger')",11
"('zinc', 'finger', 'protein')",11
"('Peptide', 'chain', 'release')",11
"('Caudovirus', 'prohead', 'protease')",11
"(',23S', 'rRNA-intervening', 'sequence')",11
"('Phage', 'conjugal', 'plasmid')",11
"('Phage', 'phiEco32-like', 'COOH.NH2')",11
"('family', 'ligand', 'binding')",11
"('The', 'HisH', 'subunit')",11
"('PFAM', 'Bacterial', 'Ig-like')",11
"('PFAM', 'Phage', 'integrase')",11
"('Receptor', 'family', 'ligand')",11
"('ribose-phosphate', 'pyrophosphokinase', 'family')",11
"('CAAX', 'protease', 'self-immunity')",11
"('Prophage', 'CP4-57', 'regulatory')",11
"('p60', 'family', 'protein')",11
"('catalytic', 'domain', 'protein')",11
"('enzyme', 'activating', 'activity')",11
"('glucosamine-6P', 'using', 'glutamine')",11
"('outer', 'membrane', 'proteins')",11
"('Efflux', 'ABC', 'transporter')",11
"('DNA', 'binding', 'protein')",11
"('break', 'repair', 'via')",11
"('glycyl-radical', 'enzyme', 'activating')",11
"('CP4-57', 'regulatory', 'protein')",11
"('organizer', 'N-terminal', 'domain')",11
"('promoter-nonspecific', 'transcription', 'regulator')",11
"('junction', 'endodeoxyribonuclease', 'activity')",11
"('phiEco32-like', 'COOH.NH2', 'ligase-type')",11
"('Addiction', 'module', 'antitoxin')",11
"('HisH', 'subunit', 'provides')",11
"('KaiABC', 'clock', 'protein')",11
"('clock', 'protein', 'complex')",11
"('complex', 'may', 'act')",11
"('NAD-dependent', 'DNA', 'ligase')",11
"('repeat-containing', 'domain', 'protein')",11
"('ligand', 'binding', 'region')",11
"('Cell', 'division', 'protein')",11
"('main', 'circadian', 'regulator')",11
"('The', 'KaiABC', 'complex')",11
"('KaiABC', 'complex', 'may')",11
"('conserved', 'amino', 'acid')",10
"('Putative', 'cell', 'wall')",10
"('independent', 'aldolase', 'activity')",10
"('THF-', 'independent', 'aldolase')",10
"('Function', 'proposed', 'based')",10
"('T4-like', 'capsid', 'assembly')",10
"('exhibits', 'THF-', 'independent')",10
"('abortive', 'infection', 'protein')",10
"('biosynthesis', 'protein', 'CobT')",10
"('DNA', 'recombination', 'protein')",10
"('bacterial', 'DNA', 'recombination')",10
"('recA', 'bacterial', 'DNA')",10
"('amino', 'acid', 'carrier')",10
"('one-carbon', 'groups', 'required')",10
"('Beta-lactamase', 'superfamily', 'domain')",10
"('RecF', 'pathway', 'recombination')",10
"('Phage', 'NinH', 'protein')",10
"('Regulates', 'intracellular', 'CTP')",10
"('intracellular', 'CTP', 'levels')",10
